,name,position,score,frequency,pubid,title,year
26,magnetic doublet,27,0.1,2,pub.1114788238,,2014
27,doublet,28,0.07,2,pub.1114788238,,2014
28,field aberrations,29,0.03,2,pub.1114788238,,2014
0,stepper,1,1.0,4,pub.1114757534,,2014
1,results of proof,2,0.88,1,pub.1114757534,,2014
3,system considerations,4,0.62,1,pub.1114757534,,2014
4,optics principles,5,0.5,1,pub.1114757534,,2014
5,principles,6,0.38,4,pub.1114757534,,2014
6,projection lithography system,7,0.25,2,pub.1114757534,,2014
7,lithography system,8,0.12,6,pub.1114757534,,2014
0,structure,1,1.0,33,pub.1114748432,,2014
1,substrate,2,0.88,27,pub.1114748432,,2014
2,atomic force microscopy,3,0.75,3,pub.1114748432,,2014
3,force microscopy,4,0.62,11,pub.1114748432,,2014
4,microscopy,5,0.5,22,pub.1114748432,,2014
5,morphology,6,0.38,4,pub.1114748432,,2014
6,step,7,0.25,5,pub.1114748432,,2014
7,facet structure,8,0.12,1,pub.1114748432,,2014
0,optics,1,1.0,30,pub.1114788578,,2014
1,extreme ultra-violet lithography,2,0.94,1,pub.1114788578,,2014
2,ultra-violet lithography,3,0.88,1,pub.1114788578,,2014
3,lithography,4,0.81,36,pub.1114788578,,2014
4,aspherical mirror,5,0.75,1,pub.1114788578,,2014
5,mirror,6,0.69,17,pub.1114788578,,2014
6,plane mirror,7,0.62,1,pub.1114788578,,2014
7,resolution,8,0.56,18,pub.1114788578,,2014
8,ring field,9,0.5,1,pub.1114788578,,2014
9,field,10,0.44,12,pub.1114788578,,2014
10,size,11,0.38,14,pub.1114788578,,2014
11,distortion,12,0.31,12,pub.1114788578,,2014
12,assembly tolerances,13,0.25,1,pub.1114788578,,2014
13,tilt tolerance,14,0.19,1,pub.1114788578,,2014
14,novel design,15,0.12,1,pub.1114788578,,2014
15,imaging optics,16,0.06,1,pub.1114788578,,2014
0,optical head,1,1.0,1,pub.1114748295,,2014
1,solid immersion lens,2,0.95,1,pub.1114748295,,2014
2,immersion lens,3,0.9,1,pub.1114748295,,2014
3,polarization,4,0.85,2,pub.1114748295,,2014
4,beam,5,0.8,10,pub.1114748295,,2014
5,signals,6,0.75,10,pub.1114748295,,2014
6,problem,7,0.7,13,pub.1114748295,,2014
7,rigorous simulator,8,0.65,1,pub.1114748295,,2014
8,simulator,9,0.6,2,pub.1114748295,,2014
9,diffraction theory,10,0.55,2,pub.1114748295,,2014
10,polarization disturbance,11,0.5,1,pub.1114748295,,2014
11,disturbances,12,0.45,2,pub.1114748295,,2014
12,disk substrate,13,0.4,2,pub.1114748295,,2014
13,substrate,14,0.35,27,pub.1114748295,,2014
14,protective glasses,15,0.3,1,pub.1114748295,,2014
15,glass,16,0.25,6,pub.1114748295,,2014
16,influence,17,0.2,10,pub.1114748295,,2014
17,readout signal,18,0.15,1,pub.1114748295,,2014
18,polarization effects,19,0.1,1,pub.1114748295,,2014
19,effect,20,0.05,49,pub.1114748295,,2014
0,characteristics,1,1.0,11,pub.1114760735,,2014
1,displacement sensor,2,0.97,1,pub.1114760735,,2014
2,sensors,3,0.94,20,pub.1114760735,,2014
3,wavefront detection,4,0.92,1,pub.1114760735,,2014
4,detection,5,0.89,7,pub.1114760735,,2014
5,displacement,6,0.86,2,pub.1114760735,,2014
6,wavefront gradient,7,0.83,1,pub.1114760735,,2014
7,gradient,8,0.81,1,pub.1114760735,,2014
8,light,9,0.78,23,pub.1114760735,,2014
9,objects,10,0.75,9,pub.1114760735,,2014
10,mode interference,11,0.72,1,pub.1114760735,,2014
11,interference,12,0.69,3,pub.1114760735,,2014
12,odd modes,13,0.67,1,pub.1114760735,,2014
13,mode,14,0.64,13,pub.1114760735,,2014
14,waveguide,15,0.61,1,pub.1114760735,,2014
15,silica glass,16,0.58,1,pub.1114760735,,2014
16,glass,17,0.56,6,pub.1114760735,,2014
17,Si substrate,18,0.53,5,pub.1114760735,,2014
18,substrate,19,0.5,27,pub.1114760735,,2014
19,range,20,0.47,16,pub.1114760735,,2014
20,resolution,21,0.44,18,pub.1114760735,,2014
21,dependence,22,0.42,10,pub.1114760735,,2014
22,stability,23,0.39,4,pub.1114760735,,2014
23,sample surface,24,0.36,5,pub.1114760735,,2014
24,surface,25,0.33,42,pub.1114760735,,2014
25,fine images,26,0.31,1,pub.1114760735,,2014
26,images,27,0.28,28,pub.1114760735,,2014
27,optical system,28,0.25,8,pub.1114760735,,2014
29,components,30,0.19,9,pub.1114760735,,2014
30,kind,31,0.17,8,pub.1114760735,,2014
31,industrial equipment,32,0.14,3,pub.1114760735,,2014
32,equipment,33,0.11,7,pub.1114760735,,2014
33,Displacement Sensor Based,34,0.08,1,pub.1114760735,,2014
34,Sensor Based,35,0.06,1,pub.1114760735,,2014
35,Based,36,0.03,3,pub.1114760735,,2014
0,local oxidation,1,1.0,1,pub.1114775488,,2014
1,oxidation,2,0.97,3,pub.1114775488,,2014
2,material surface,3,0.94,1,pub.1114775488,,2014
3,surface,4,0.91,42,pub.1114775488,,2014
4,water,5,0.89,12,pub.1114775488,,2014
5,technology,6,0.86,19,pub.1114775488,,2014
6,technique,7,0.83,39,pub.1114775488,,2014
7,nanoscale patterning,8,0.8,1,pub.1114775488,,2014
8,patterning,9,0.77,4,pub.1114775488,,2014
9,hydrogen-terminated silicon surfaces,10,0.74,1,pub.1114775488,,2014
10,silicon surface,11,0.71,3,pub.1114775488,,2014
11,silicon oxide patterns,12,0.69,1,pub.1114775488,,2014
12,oxide patterns,13,0.66,1,pub.1114775488,,2014
13,pattern transfer method,14,0.63,1,pub.1114775488,,2014
14,transfer method,15,0.6,1,pub.1114775488,,2014
15,method,16,0.57,84,pub.1114775488,,2014
16,chemical modification,17,0.54,1,pub.1114775488,,2014
17,modification,18,0.51,2,pub.1114775488,,2014
18,nanostructures,19,0.49,1,pub.1114775488,,2014
19,substrate Si,20,0.46,1,pub.1114775488,,2014
20,Si,21,0.43,4,pub.1114775488,,2014
21,gold,22,0.4,2,pub.1114775488,,2014
22,wet chemical etching,23,0.37,1,pub.1114775488,,2014
23,chemical etching,24,0.34,3,pub.1114775488,,2014
24,etching,25,0.31,3,pub.1114775488,,2014
25,surface chemical reactivity,26,0.29,1,pub.1114775488,,2014
26,chemical reactivity,27,0.26,1,pub.1114775488,,2014
27,reactivity,28,0.23,1,pub.1114775488,,2014
28,SiOx,29,0.2,1,pub.1114775488,,2014
29,oxidation chemistry,30,0.17,1,pub.1114775488,,2014
30,chemistry,31,0.14,1,pub.1114775488,,2014
31,anodization,32,0.11,2,pub.1114775488,,2014
32,chemical approach,33,0.09,1,pub.1114775488,,2014
33,nanofabrication,34,0.06,1,pub.1114775488,,2014
34,probe anodization,35,0.03,2,pub.1114775488,,2014
0,diagram,1,1.0,3,pub.1114742511,,2014
1,red laser,2,0.96,1,pub.1114742511,,2014
2,laser,3,0.92,16,pub.1114742511,,2014
3,power conditions,4,0.88,2,pub.1114742511,,2014
4,conditions,5,0.85,25,pub.1114742511,,2014
5,life tests,6,0.81,1,pub.1114742511,,2014
6,red laser diodes,7,0.77,1,pub.1114742511,,2014
7,laser diode,8,0.73,1,pub.1114742511,,2014
8,diodes,9,0.69,1,pub.1114742511,,2014
9,experimental results,10,0.65,20,pub.1114742511,,2014
10,results,11,0.62,56,pub.1114742511,,2014
11,pulsing,12,0.58,1,pub.1114742511,,2014
12,DC,13,0.54,1,pub.1114742511,,2014
13,power,14,0.5,5,pub.1114742511,,2014
14,direct overwrite,15,0.46,1,pub.1114742511,,2014
15,overwrite,16,0.42,1,pub.1114742511,,2014
16,large capacity,17,0.38,2,pub.1114742511,,2014
17,disk rotation speed,18,0.35,1,pub.1114742511,,2014
18,rotation speed,19,0.31,1,pub.1114742511,,2014
19,speed,20,0.27,6,pub.1114742511,,2014
20,data transfer rate,21,0.23,1,pub.1114742511,,2014
21,transfer rate,22,0.19,1,pub.1114742511,,2014
22,disk memory,23,0.15,1,pub.1114742511,,2014
23,pulse power,24,0.12,1,pub.1114742511,,2014
24,magneto-optical disks,25,0.08,2,pub.1114742511,,2014
25,disk,26,0.04,4,pub.1114742511,,2014
0,surface potential,1,1.0,7,pub.1114803664,,2014
1,potential,2,0.98,11,pub.1114803664,,2014
2,organosilane self-assembled monolayers,3,0.95,7,pub.1114803664,,2014
3,self-assembled monolayers,4,0.93,9,pub.1114803664,,2014
4,monolayers,5,0.9,10,pub.1114803664,,2014
5,means,6,0.88,5,pub.1114803664,,2014
6,Kelvin probe force microscopy,7,0.85,7,pub.1114803664,,2014
7,force microscopy,8,0.83,11,pub.1114803664,,2014
8,microscopy,9,0.8,22,pub.1114803664,,2014
9,single Si substrate,10,0.78,1,pub.1114803664,,2014
10,Si substrate,11,0.76,5,pub.1114803664,,2014
11,substrate,12,0.73,27,pub.1114803664,,2014
12,alkylsilanes,13,0.71,1,pub.1114803664,,2014
13,octadecyltrimethoxysilane,14,0.68,6,pub.1114803664,,2014
14,fluoroalkylsilane,15,0.66,1,pub.1114803664,,2014
15,decyl-1-trimethoxysilane,16,0.63,6,pub.1114803664,,2014
16,photolithographic techniques,17,0.61,3,pub.1114803664,,2014
17,technique,18,0.59,39,pub.1114803664,,2014
18,surface potential difference,19,0.56,1,pub.1114803664,,2014
19,potential difference,20,0.54,2,pub.1114803664,,2014
20,surface,21,0.51,42,pub.1114803664,,2014
21,imaging conditions,22,0.49,1,pub.1114803664,,2014
22,conditions,23,0.46,25,pub.1114803664,,2014
23,origin,24,0.44,2,pub.1114803664,,2014
24,low surface potential,25,0.41,1,pub.1114803664,,2014
25,FAS-SAM,26,0.39,2,pub.1114803664,,2014
26,large dipole moment,27,0.37,2,pub.1114803664,,2014
27,dipole moment,28,0.34,4,pub.1114803664,,2014
28,moment,29,0.32,4,pub.1114803664,,2014
29,FAS molecules,30,0.29,1,pub.1114803664,,2014
30,molecules,31,0.27,10,pub.1114803664,,2014
31,electron negativity,32,0.24,1,pub.1114803664,,2014
32,atoms,33,0.22,3,pub.1114803664,,2014
33,molecular orbital calculations,34,0.2,5,pub.1114803664,,2014
34,orbital calculations,35,0.17,5,pub.1114803664,,2014
35,calculations,36,0.15,8,pub.1114803664,,2014
36,Kelvin probe force microscopy images,37,0.12,1,pub.1114803664,,2014
37,force microscopy images,38,0.1,1,pub.1114803664,,2014
38,microscopy images,39,0.07,1,pub.1114803664,,2014
39,Organosilane Self,40,0.05,1,pub.1114803664,,2014
40,self,41,0.02,2,pub.1114803664,,2014
0,aberrations,1,1.0,9,pub.1114771387,,2014
1,electron trajectories,2,0.98,1,pub.1114771387,,2014
2,trajectories,3,0.95,1,pub.1114771387,,2014
3,third-order aberration coefficients,4,0.93,1,pub.1114771387,,2014
4,aberration coefficients,5,0.91,1,pub.1114771387,,2014
5,coefficient,6,0.89,8,pub.1114771387,,2014
6,field curvature,7,0.86,1,pub.1114771387,,2014
7,curvature,8,0.84,1,pub.1114771387,,2014
8,azimuthal distortion,9,0.82,2,pub.1114771387,,2014
9,distortion,10,0.8,12,pub.1114771387,,2014
10,value r.,11,0.77,1,pub.1114771387,,2014
11,R.,12,0.75,1,pub.1114771387,,2014
12,order,13,0.73,31,pub.1114771387,,2014
13,lens position,14,0.7,1,pub.1114771387,,2014
14,position,15,0.68,12,pub.1114771387,,2014
15,method,16,0.66,84,pub.1114771387,,2014
16,lens condition,17,0.64,1,pub.1114771387,,2014
17,principal ray,18,0.61,1,pub.1114771387,,2014
18,rays,19,0.59,4,pub.1114771387,,2014
19,optical axis,20,0.57,1,pub.1114771387,,2014
20,axis,21,0.55,3,pub.1114771387,,2014
21,images,22,0.52,28,pub.1114771387,,2014
22,objects,23,0.5,9,pub.1114771387,,2014
23,distance optics,24,0.48,1,pub.1114771387,,2014
24,optics,25,0.45,30,pub.1114771387,,2014
25,residual aberrations,26,0.43,1,pub.1114771387,,2014
26,trajectory calculations,27,0.41,1,pub.1114771387,,2014
27,calculations,28,0.39,8,pub.1114771387,,2014
28,correction,29,0.36,7,pub.1114771387,,2014
29,lens currents,30,0.34,1,pub.1114771387,,2014
30,current,31,0.32,5,pub.1114771387,,2014
31,crossover,32,0.3,1,pub.1114771387,,2014
32,beam position,33,0.27,1,pub.1114771387,,2014
33,size,34,0.25,14,pub.1114771387,,2014
34,squares,35,0.23,2,pub.1114771387,,2014
35,astigmatism,36,0.2,1,pub.1114771387,,2014
36,semiangle,37,0.18,2,pub.1114771387,,2014
37,mrad,38,0.16,3,pub.1114771387,,2014
38,beam energy,39,0.14,2,pub.1114771387,,2014
39,energy,40,0.11,8,pub.1114771387,,2014
40,field aberrations,41,0.09,2,pub.1114771387,,2014
41,image projection system,42,0.07,2,pub.1114771387,,2014
42,projection system,43,0.05,2,pub.1114771387,,2014
0,tungsten/carbon (W/C) multilayers,1,1.0,1,pub.1114762705,,2014
1,carbon multilayers,2,0.97,1,pub.1114762705,,2014
2,multilayers,3,0.94,9,pub.1114762705,,2014
3,ion beam sputtering,4,0.91,2,pub.1114762705,,2014
4,beam sputtering,5,0.88,2,pub.1114762705,,2014
5,sputtering,6,0.84,4,pub.1114762705,,2014
6,vacuum,7,0.81,4,pub.1114762705,,2014
7,ray diffraction,8,0.78,2,pub.1114762705,,2014
8,diffraction,9,0.75,5,pub.1114762705,,2014
9,periodic spacing,10,0.72,1,pub.1114762705,,2014
10,spacing,11,0.69,1,pub.1114762705,,2014
11,annealing temperature,12,0.66,1,pub.1114762705,,2014
12,temperature,13,0.62,14,pub.1114762705,,2014
13,annealing time,14,0.59,1,pub.1114762705,,2014
14,time,15,0.56,22,pub.1114762705,,2014
15,ratio,16,0.53,10,pub.1114762705,,2014
16,increase,17,0.5,5,pub.1114762705,,2014
17,new control method,18,0.47,1,pub.1114762705,,2014
18,control method,19,0.44,6,pub.1114762705,,2014
19,method,20,0.41,84,pub.1114762705,,2014
20,distribution,21,0.38,8,pub.1114762705,,2014
21,thermal processing,22,0.34,1,pub.1114762705,,2014
22,processing,23,0.31,7,pub.1114762705,,2014
23,area,24,0.28,7,pub.1114762705,,2014
24,different temperatures,25,0.25,2,pub.1114762705,,2014
25,convex profile,26,0.22,1,pub.1114762705,,2014
26,profile,27,0.19,4,pub.1114762705,,2014
27,multilayer films,28,0.16,2,pub.1114762705,,2014
28,films,29,0.12,20,pub.1114762705,,2014
29,spacing differences,30,0.09,1,pub.1114762705,,2014
30,improvement,31,0.06,14,pub.1114762705,,2014
31,uniformity,32,0.03,3,pub.1114762705,,2014
0,organosilane monolayers,1,1.0,2,pub.1114793895,,2014
1,monolayers,2,0.98,10,pub.1114793895,,2014
2,resist,3,0.96,6,pub.1114793895,,2014
3,scanning probe microscope (SPM) lithography,4,0.93,1,pub.1114793895,,2014
4,probe microscope lithography,5,0.91,1,pub.1114793895,,2014
5,lithography,6,0.89,36,pub.1114793895,,2014
6,ambient conditions,7,0.87,1,pub.1114793895,,2014
7,conditions,8,0.84,25,pub.1114793895,,2014
8,scanning tunneling microscope,9,0.82,1,pub.1114793895,,2014
9,tunneling microscope,10,0.8,1,pub.1114793895,,2014
10,microscope,11,0.78,11,pub.1114793895,,2014
11,atomic force microscope,12,0.76,6,pub.1114793895,,2014
12,force microscope,13,0.73,7,pub.1114793895,,2014
13,conductive probe,14,0.71,1,pub.1114793895,,2014
14,probe,15,0.69,5,pub.1114793895,,2014
15,silicon substrate,16,0.67,3,pub.1114793895,,2014
16,substrate,17,0.64,27,pub.1114793895,,2014
17,chemical vapor deposition,18,0.62,5,pub.1114793895,,2014
18,vapor deposition,19,0.6,6,pub.1114793895,,2014
19,deposition,20,0.58,12,pub.1114793895,,2014
20,localized degradation,21,0.56,1,pub.1114793895,,2014
21,degradation,22,0.53,7,pub.1114793895,,2014
22,SPM tip,23,0.51,1,pub.1114793895,,2014
23,tip,24,0.49,3,pub.1114793895,,2014
24,atmospheric water vapor,25,0.47,1,pub.1114793895,,2014
25,water vapor,26,0.44,1,pub.1114793895,,2014
26,vapor,27,0.42,1,pub.1114793895,,2014
27,oxygen,28,0.4,2,pub.1114793895,,2014
28,mechanism,29,0.38,7,pub.1114793895,,2014
29,anodic oxidation,30,0.36,1,pub.1114793895,,2014
30,oxidation,31,0.33,3,pub.1114793895,,2014
31,probe anodization,32,0.31,2,pub.1114793895,,2014
32,anodization,33,0.29,2,pub.1114793895,,2014
33,Si substrate,34,0.27,5,pub.1114793895,,2014
34,selective chemical etching,35,0.24,1,pub.1114793895,,2014
35,chemical etching,36,0.22,3,pub.1114793895,,2014
36,etching,37,0.2,3,pub.1114793895,,2014
37,monolayer region,38,0.18,2,pub.1114793895,,2014
38,region,39,0.16,14,pub.1114793895,,2014
39,window,40,0.13,3,pub.1114793895,,2014
40,fine grooves,41,0.11,1,pub.1114793895,,2014
41,groove,42,0.09,3,pub.1114793895,,2014
42,scanning probe lithography,43,0.07,1,pub.1114793895,,2014
43,probe lithography,44,0.04,1,pub.1114793895,,2014
44,monolayer resist,45,0.02,1,pub.1114793895,,2014
0,silicon multilayers,1,1.0,3,pub.1114799974,,2014
1,multilayers,2,0.98,9,pub.1114799974,,2014
2,ion beam sputtering,3,0.95,2,pub.1114799974,,2014
3,beam sputtering,4,0.93,2,pub.1114799974,,2014
4,sputtering,5,0.91,4,pub.1114799974,,2014
5,Mo-layer,6,0.88,2,pub.1114799974,,2014
6,trilayers,7,0.86,1,pub.1114799974,,2014
7,Ru,8,0.84,1,pub.1114799974,,2014
8,ion beam polishing,9,0.81,1,pub.1114799974,,2014
9,beam polishing,10,0.79,1,pub.1114799974,,2014
10,polishing,11,0.77,5,pub.1114799974,,2014
11,deposition,12,0.74,12,pub.1114799974,,2014
12,conventional Mo/Si multilayers,13,0.72,2,pub.1114799974,,2014
13,Mo/Si multilayers,14,0.7,5,pub.1114799974,,2014
14,Si multilayers,15,0.67,5,pub.1114799974,,2014
15,compressive stress,16,0.65,1,pub.1114799974,,2014
16,stress,17,0.63,1,pub.1114799974,,2014
17,MPa,18,0.6,3,pub.1114799974,,2014
18,tensile stress,19,0.58,1,pub.1114799974,,2014
19,similar reflectance,20,0.56,1,pub.1114799974,,2014
20,reflectance,21,0.53,4,pub.1114799974,,2014
21,layer period,22,0.51,1,pub.1114799974,,2014
22,method,23,0.49,84,pub.1114799974,,2014
23,stress reduction,24,0.47,3,pub.1114799974,,2014
24,reduction,25,0.44,12,pub.1114799974,,2014
25,heating process,26,0.42,2,pub.1114799974,,2014
27,annealing,28,0.37,1,pub.1114799974,,2014
28,irreversible deformation,29,0.35,1,pub.1114799974,,2014
29,deformation,30,0.33,5,pub.1114799974,,2014
30,mirror substrates,31,0.3,2,pub.1114799974,,2014
31,substrate,32,0.28,27,pub.1114799974,,2014
32,optics,33,0.26,30,pub.1114799974,,2014
33,applications,34,0.23,27,pub.1114799974,,2014
34,mirror,35,0.21,17,pub.1114799974,,2014
35,optical properties,36,0.19,6,pub.1114799974,,2014
36,properties,37,0.16,24,pub.1114799974,,2014
37,deformation of substrate,38,0.14,1,pub.1114799974,,2014
38,multilayer coatings,39,0.12,2,pub.1114799974,,2014
39,coatings,40,0.09,9,pub.1114799974,,2014
40,extreme ultraviolet lithography,41,0.07,6,pub.1114799974,,2014
41,ultraviolet lithography,42,0.05,7,pub.1114799974,,2014
42,lithography,43,0.02,36,pub.1114799974,,2014
0,photography,1,1.0,1,pub.1005199078,,2014
1,people's emotions,2,0.97,1,pub.1005199078,,2014
2,emotions,3,0.94,1,pub.1005199078,,2014
3,concept,4,0.9,6,pub.1005199078,,2014
4,camera,5,0.87,10,pub.1005199078,,2014
5,emotion detection,6,0.84,1,pub.1005199078,,2014
6,detection,7,0.81,7,pub.1005199078,,2014
7,Research Laboratory,8,0.77,1,pub.1005199078,,2014
8,work,9,0.74,4,pub.1005199078,,2014
9,such methodology,10,0.71,1,pub.1005199078,,2014
10,methodology,11,0.68,7,pub.1005199078,,2014
11,generic environment,12,0.65,1,pub.1005199078,,2014
12,environment,13,0.61,8,pub.1005199078,,2014
13,ERP,14,0.58,1,pub.1005199078,,2014
14,kinds of cues,15,0.55,1,pub.1005199078,,2014
15,kind,16,0.52,8,pub.1005199078,,2014
16,cues,17,0.48,1,pub.1005199078,,2014
17,exact time,18,0.45,1,pub.1005199078,,2014
18,time,19,0.42,22,pub.1005199078,,2014
19,real world,20,0.39,1,pub.1005199078,,2014
20,world,21,0.35,1,pub.1005199078,,2014
21,detection mechanism,22,0.32,1,pub.1005199078,,2014
22,architecture,23,0.29,2,pub.1005199078,,2014
23,digital single lens reflex camera,24,0.26,1,pub.1005199078,,2014
24,single lens reflex camera,25,0.23,1,pub.1005199078,,2014
25,reflex camera,26,0.19,1,pub.1005199078,,2014
26,configuration,27,0.16,6,pub.1005199078,,2014
27,ordinary digital camera,28,0.13,1,pub.1005199078,,2014
28,digital camera,29,0.1,3,pub.1005199078,,2014
29,practical implementation,30,0.06,1,pub.1005199078,,2014
30,implementation,31,0.03,4,pub.1005199078,,2014
0,laser-induced damage,1,1.0,2,pub.1094679834,,2014
1,damage,2,0.91,8,pub.1094679834,,2014
2,dielectric crystals,3,0.82,1,pub.1094679834,,2014
3,crystals,4,0.73,11,pub.1094679834,,2014
4,different temperatures,5,0.64,2,pub.1094679834,,2014
5,temperature,6,0.55,14,pub.1094679834,,2014
6,temperature dependence,7,0.45,2,pub.1094679834,,2014
7,dependence,8,0.36,10,pub.1094679834,,2014
8,LIDTs,9,0.27,1,pub.1094679834,,2014
9,physical model,10,0.18,2,pub.1094679834,,2014
10,model,11,0.09,23,pub.1094679834,,2014
0,optical inspection method,1,1.0,1,pub.1001222174,,2014
1,inspection method,2,0.97,1,pub.1001222174,,2014
2,method,3,0.94,84,pub.1001222174,,2014
3,surface,4,0.92,42,pub.1001222174,,2014
4,functional gap,5,0.89,1,pub.1001222174,,2014
5,gap,6,0.86,7,pub.1001222174,,2014
6,micro-electro-mechanical systems,7,0.83,1,pub.1001222174,,2014
8,microchannels,9,0.78,1,pub.1001222174,,2014
9,microfluidic system,10,0.75,1,pub.1001222174,,2014
10,detection characteristics,11,0.72,1,pub.1001222174,,2014
11,characteristics,12,0.69,11,pub.1001222174,,2014
12,dark field observation,13,0.67,1,pub.1001222174,,2014
13,field observations,14,0.64,1,pub.1001222174,,2014
14,observations,15,0.61,4,pub.1001222174,,2014
15,observation characteristics,16,0.58,1,pub.1001222174,,2014
16,light,17,0.56,23,pub.1001222174,,2014
17,dependence,18,0.53,10,pub.1001222174,,2014
18,edge,19,0.5,6,pub.1001222174,,2014
19,orientation,20,0.47,5,pub.1001222174,,2014
20,incident light,21,0.44,1,pub.1001222174,,2014
21,coherent imaging,22,0.42,1,pub.1001222174,,2014
22,imaging,23,0.39,7,pub.1001222174,,2014
23,experimental analysis,24,0.36,3,pub.1001222174,,2014
24,existence,25,0.33,1,pub.1001222174,,2014
25,diffraction limit,26,0.31,1,pub.1001222174,,2014
26,limit,27,0.28,5,pub.1001222174,,2014
27,optics,28,0.25,30,pub.1001222174,,2014
28,relative phase,29,0.22,1,pub.1001222174,,2014
29,phase,30,0.19,7,pub.1001222174,,2014
30,incident beam,31,0.17,1,pub.1001222174,,2014
31,beam,32,0.14,10,pub.1001222174,,2014
32,dark field,33,0.11,1,pub.1001222174,,2014
33,field,34,0.08,12,pub.1001222174,,2014
34,active phase control,35,0.06,1,pub.1001222174,,2014
35,phase control,36,0.03,1,pub.1001222174,,2014
0,extreme ultraviolet lithography,1,1.0,6,pub.1028941364,,2014
