Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
153531,Développement_d'un vaccin contre Streptococcus suis,64288.0,1999,2000,Natural Sciences and Engineering Research Council,Canada,grant.2971636
134249,Development of subunit Streptococcus suis vaccines,45902.0,1997,1999,Natural Sciences and Engineering Research Council,Canada,grant.2963297
29549,Development of subunit Streptococcus suis vaccines,23952.0,1995,1996,Natural Sciences and Engineering Research Council,Canada,grant.2953859
137414,Développement_dun vaccin contre Streptococcus suis,66739.0,1998,1999,Natural Sciences and Engineering Research Council,Canada,grant.2951075
454883,Carbohydrate-based anti cancer vaccines,193054.0,2006,2011,Natural Sciences and Engineering Research Council,Canada,grant.2945193
511553,Vaccines comprising heat-sensitive transgenes,4998.0,2012,2013,Natural Sciences and Engineering Research Council,Canada,grant.2937592
309395,A vaccine to inhibit tick feeding,79436.0,2004,2006,Natural Sciences and Engineering Research Council,Canada,grant.2937042
175434,Porcine cicovirus pathogenesis and vaccine development,105178.0,1998,2001,Natural Sciences and Engineering Research Council,Canada,grant.2935778
408200,DNA vaccine for avian influenza,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2914065
240059,Oral delivery of vaccines and immunomodulators,72085.0,2000,2004,Natural Sciences and Engineering Research Council,Canada,grant.2910038
421077,Bioinformatics and intelligent vaccine design,102599.0,2005,2010,Natural Sciences and Engineering Research Council,Canada,grant.2899455
192792,Tumor Associated Carbohydrates and Vaccine design,52765.0,2000,2002,Natural Sciences and Engineering Research Council,Canada,grant.2898752
410332,Developing plant based vaccines from forages,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2896132
294165,Bovine adenovirus-3 vectored vaccines,580948.0,2003,2006,Natural Sciences and Engineering Research Council,Canada,grant.2869083
372295,Possible peptide vaccine candidtates for leishmania,16102.0,2007,2008,Natural Sciences and Engineering Research Council,Canada,grant.2835164
404453,Recombinant vaccine development for tenacibaculum maritimum,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2824183
255717,Oral delievery of vaccines to salmonids,1634.0,2003,2004,Natural Sciences and Engineering Research Council,Canada,grant.2813726
U13FD003568,Annual Conference on Vaccine Research,15000.0,2008,2013,United States Food and Drug Administration,United States,grant.2694848
U01IP000019,Varicella and Viral Vaccine Preventable Disease,752462.0,2004,2011,Centers for Disease Control and Prevention,United States,grant.2692184
U01AI056438,Alphavirus Replicon Vaccines to Encephalitis Viruses,7497149.0,2003,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2687621
U01AI037546,MALARIA VACCINE RESEARCH AND DEVELOPMENT PROJECT,0.0,1994,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2687368
U01AI030238,STRATEGIES FOR HIV VACCINE DEVELOPMENT,0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2687218
U01AI024762,LIPOSOME MICROENCAPSULATION OF VACCINE ANTIGENS,0.0,1987,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2687093
R56AI064745,MULTIVALENT VACCINE FOR LYMPHATIC FILARIASIS,310000.0,2006,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2666074
R56AI052012,An Envelope Containing HIV Pseudovirion Vaccine,247200.0,2002,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2665915
R55DC004583,MICROBIAL POPULATION STRATEGY FOR VACCINE DEVELOPMENT,100000.0,2001,2003,National Institute on Deafness and Other Communication Disorders,United States,grant.2664798
R43CA069969,THERAPEUTIC TUMOR VACCINE AGAINST MUC-1,0.0,1996,1996,National Cancer Institute,United States,grant.2643578
R43CA069967,SYNTHESIS OF RNA CANCER VACCINES,0.0,1996,1997,National Cancer Institute,United States,grant.2643577
R43CA068957,DEVELOPMENT OF SYNTHETIC CANCER VACCINES,0.0,1996,1997,National Cancer Institute,United States,grant.2643549
R43AI039909,NOVEL VACCINE FOR HELICOBACTER PYLORI,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640348
R43AI039894,HIV-1 VACCINE FOR DEVELOPING COUNTRIES,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640344
R43AI039346,DEVELOPMENT OF CAMPYLOBACTER FLAGELLIN SUBUNIT VACCINE,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640324
R43AI039324,DEVELOPMENT OF A NOVEL VACCINE STRATEGY,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640316
R43AI037354,SUSTAINED RELEASE FOR VACCINES AND ADJUVANTS,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640237
R43AI037352,BIODEGRADABLE MINERAL MICROSPHERE ADJUVANTS FOR VACCINES,0.0,1996,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2640236
R43AI024371,SYNTHETIC VACCINES UTILIZING BACULOVIRUS POLYHEDRA,0.0,1987,1987,National Institute of Allergy and Infectious Diseases,United States,grant.2639795
R41AI040449,DEVELOPMENT OF ROTAVIRUS DNA VACCINES,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2636315
R41AI038606,BIVALENT CONJUGATED RSV PNEUMOCOCCUS VACCINE,0.0,1995,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2636304
R41AI036585,AVIRULENT SALMONELLA HOST-VECTOR VACCINE SYSTEMS,0.0,1994,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2636298
R29AI032463,SALMONELLA/HUMAN IMMUNODEFICIENCY VIRUS VACCINE VECTOR,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2625146
R21DK057122,A VACCINE FOR IMMUNE MEDIATED DIABETES,160465.0,1999,2002,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2608574
R21CA082869,CHIMERIC HER-2 PEPTIDE VACCINE,130785.0,1999,2002,National Cancer Institute,United States,grant.2602929
R21AI046259,CYTOMEGALOVIRUS VECTORS FOR HIV VACCINE DEVELOPMENT,239250.0,1999,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2597635
R03DE011313,A RECOMBINANT PORPHYROMONAS GINGIVALIS VACCINE,0.0,1995,1997,National Institute of Dental and Craniofacial Research,United States,grant.2572211
R03AI031994,INDO-US VACCINE ACTION PROGRAM,0.0,1991,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566750
R03AI030994,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2566749
R03AI030346,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566740
R03AI030345,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566739
R03AI030344,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566738
R01DE006153,CHILDHOOD VACCINES AND DENTAL CARIES IMMUNITY,0.0,1982,2003,National Institute of Dental and Craniofacial Research,United States,grant.2489689
R01CA085868,ENHANCING TUMOR VACCINE IMMUNOGENICITY BY ANTIGAL,409875.0,1999,2002,National Cancer Institute,United States,grant.2474868
R01CA058484,IMMUNOLOGICAL EFFECTS OF MELANOMA VACCINE THERAPY,0.0,1993,1997,National Cancer Institute,United States,grant.2471363
R01CA057820,BREAST TUMOR SPECIFIC IMMUNITY--VACCINE DESIGN,0.0,1992,1998,National Cancer Institute,United States,grant.2471277
R01CA057778,ANTITUMOR ARTIFICIAL RECEPTORS AS CANCER VACCINES,0.0,1992,1997,National Cancer Institute,United States,grant.2471271
R01AI046164,IMMUNOLOGICALLY FOCUSED APPROACH TO AIDS VACCINE,858983.0,1999,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2454716
R01AI037256,VACCINE INTERVENTION FOR LYME BORRELIOSIS,1709592.0,1994,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2453176
R01AI035027,SECOND-GENERATION VACCINES AGAINST LYME DISEASE,0.0,1993,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2452868
R01AI033544,MICROSPHERES TO ENHANCE VACCINE IMMUNOGENICITY,0.0,1992,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2452627
R01AI031064,RATIONALE FOR SPOROZOITE MALARIA VACCINE DEVELOPMENT,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2452157
R01AI023269,NONLIVING VACCINE AGAINST S MANSONI,0.0,1986,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2450816
N43CM057766,MONOCLONAL ANTIBODY ANTI-IDIOTYPE TUMOR VACCINES,0.0,1985,1985,National Cancer Institute,United States,grant.2433676
N43AI095018,ADENOVIRUS RECOMBINANTS FOR VACCINE EFFICACY,0.0,1989,1989,National Institute of Allergy and Infectious Diseases,United States,grant.2433640
N43AI052603,DEVELOP LIVE ATTENUATED CYTOMEGALOVIRUS VACCINES,0.0,1985,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2433628
N01DE012430,INVESTIGATION OF ANTICARIES VACCINE IN PRIMATES,0.0,1981,1986,National Institute of Dental and Craniofacial Research,United States,grant.2428617
N01CP050529,MODELS FOR AIDS VACCINE RESEARCH,0.0,1994,1998,National Cancer Institute,United States,grant.2428003
N01BC050529,MODELS FOR AIDS VACCINE RESEARCH,0.0,1994,1998,National Cancer Institute,United States,grant.2425945
N01AO082722,OPERATE EXPERIMENTAL VIRUS VACCINE LABORATORY,740515.0,1997,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2425777
N01AO052710,MFG OF YEAST-PRODUCED MALARIA VACCINES,0.0,1995,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2425765
N01AO015095,"INFECTIOUS AGENTS, VACCINES &ANTIMICROBIALS IN HUMANS",0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2425738
N01AI082681,EXPERIMENTAL VIRUS VACCINE PRODUCTION LABORATORY,0.0,1987,1992,National Institute of Allergy and Infectious Diseases,United States,grant.2424919
N01AI052593,EFFICACY TRIAL OF COLD-ADAPTED VACCINES,0.0,1985,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2424708
N01AI052577,TESTING VACCINES IN ADOLESCENTS AND ADULTS,0.0,1985,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2424692
N01AI045204,HIV VACCINE TRIALS AND EPIDEMIOLOGY REPOSITORY,229246.0,1994,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2424627
N01AI042534,DEVELOP A VACCINE FOR GONORRHEA,0.0,1983,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424600
N01AI032518,DEVELOP AN ACELLULAR BORDETELLA PERTUSSIS VACCINE,0.0,1983,1986,National Institute of Allergy and Infectious Diseases,United States,grant.2424554
N01AI025137,INVESTIGATIONAL NEW DRUGS AND VACCINES,0.0,1992,1995,National Institute of Allergy and Infectious Diseases,United States,grant.2424491
N01AI015130,ADVERSE REACTIONS OF CHILDHOOD VACCINES,0.0,1991,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2424469
N01AI005421,MALARIA VACCINE PRODUCTION &SUPPORT SERVICES,6077974.0,2000,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2424424
N01AI002639,CLINICAL EVALUATION OF LIVE HERPESVIRUS VACCINE,0.0,1979,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424340
K04AI001087,ACELLULAR VACCINES AGAINST BACTERIAL PATHOGENS,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2406847
H23IP922549,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,12176449.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393916
H23IP922545,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,28595532.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393915
H23IP922535,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,4359668.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393914
H23IP922533,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3559620.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393913
H23IP922518,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,12787854.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393912
H23IP922507,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,132483632.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393911
H23IP922505,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,4848248.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393910
H23IP922504,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,2354105.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393909
H23IP922503,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,1027633.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393908
H23IP922502,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3370321.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393907
H23IP822564,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,22485676.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393906
H23IP822560,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,5545506.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393905
H23IP822552,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6238876.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393904
