first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Frederick,ur.011244477423.76,Lobkowicz,,"[{'id': 'grid.17635.36', 'name': 'University of Minnesota', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.417851.e', 'acronym': 'Fermilab', 'name': 'Fermilab', 'country_name': 'United States'}]",144,Frederick Lobkowicz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011244477423.76
Laurel H,ur.0652124026.06,Carney,['0000-0002-4729-5702'],"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.264484.8', 'acronym': 'SU', 'name': 'Syracuse University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}, {'id': 'grid.14003.36', 'acronym': 'UW', 'name': 'University of Wisconsin–Madison', 'country_name': 'United States'}, {'id': 'grid.39479.30', 'name': 'Massachusetts Eye and Ear Infirmary', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",143,Laurel H Carney,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0652124026.06
John C,ur.01027420047.39,Howell,,"[{'id': 'grid.13992.30', 'name': 'Weizmann Institute of Science', 'country_name': 'Israel'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.254024.5', 'name': 'Chapman University', 'country_name': 'United States'}, {'id': 'grid.9619.7', 'acronym': 'HUJI', 'name': 'Hebrew University of Jerusalem', 'country_name': 'Israel'}]",141,John C Howell,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01027420047.39
Chen,ur.01371744145.78,Yan,['0000-0002-1397-6358'],"[{'id': 'grid.266102.1', 'acronym': 'UCSF', 'name': 'University of California, San Francisco', 'country_name': 'United States'}, {'id': 'grid.423108.c', 'name': 'Omeros Corporation', 'country_name': 'United States'}, {'id': 'grid.16821.3c', 'acronym': 'SJTU', 'name': 'Shanghai Jiao Tong University', 'country_name': 'China'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.412540.6', 'acronym': 'SHUTCM', 'name': 'Shanghai University of Traditional Chinese Medicine', 'country_name': 'China'}, {'id': 'grid.11444.34', 'name': 'Shanghai Institute of Hypertension', 'country_name': 'China'}, {'id': 'grid.265061.6', 'name': 'Tokai University', 'country_name': 'Japan'}, {'id': 'grid.27755.32', 'acronym': 'UVA', 'name': 'University of Virginia', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}, {'id': 'grid.452350.5', 'acronym': 'IHS', 'name': 'Institute of Health Sciences', 'country_name': 'China'}, {'id': 'grid.67105.35', 'acronym': 'CWRU', 'name': 'Case Western Reserve University', 'country_name': 'United States'}]",140,Chen Yan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01371744145.78
O,ur.014572512674.49,Hindrichs,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",140,O Hindrichs,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014572512674.49
D Stanley,ur.016455636021.02,Tarbell,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.152326.1', 'name': 'Vanderbilt University', 'country_name': 'United States'}]",139,D Stanley Tarbell,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016455636021.02
Nicholas P,ur.016302162055.51,Bigelow,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.469490.6', 'name': 'Nokia (United States)', 'country_name': 'United States'}, {'id': 'grid.431860.8', 'name': 'AT&T (United States)', 'country_name': 'United States'}]",137,Nicholas P Bigelow,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016302162055.51
B,ur.01075245144.05,Betchart,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.134907.8', 'name': 'Rockefeller University', 'country_name': 'United States'}, {'id': 'grid.21940.3e', 'name': 'Rice University', 'country_name': 'United States'}]",137,B Betchart,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01075245144.05
Hani A,ur.01174357063.47,Awad,['0000-0003-2197-2610'],"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189509.c', 'name': 'Duke University Hospital', 'country_name': 'United States'}, {'id': 'grid.24827.3b', 'acronym': 'UC', 'name': 'University of Cincinnati', 'country_name': 'United States'}, {'id': 'grid.412016.0', 'acronym': 'KUMC', 'name': 'University of Kansas Medical Center', 'country_name': 'United States'}, {'id': 'grid.421980.6', 'acronym': 'ACT', 'name': 'Advanced Cell Technology (United States)', 'country_name': 'United States'}]",136,Hani A Awad,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01174357063.47
Joseph M,ur.01213434025.87,Miano,,"[{'id': 'grid.279885.9', 'acronym': 'NHLBI', 'name': 'National Heart Lung and Blood Institute', 'country_name': 'United States'}, {'id': 'grid.473665.5', 'name': 'Jersey Shore University Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.39382.33', 'acronym': 'BCM', 'name': 'Baylor College of Medicine', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.265061.6', 'name': 'Tokai University', 'country_name': 'Japan'}, {'id': 'grid.254444.7', 'acronym': 'WSU', 'name': 'Wayne State University', 'country_name': 'United States'}, {'id': 'grid.30760.32', 'acronym': 'MCW', 'name': 'Medical College of Wisconsin', 'country_name': 'United States'}, {'id': 'grid.267313.2', 'name': 'The University of Texas Southwestern Medical Center', 'country_name': 'United States'}, {'id': 'grid.4991.5', 'name': 'University of Oxford', 'country_name': 'United Kingdom'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.27755.32', 'acronym': 'UVA', 'name': 'University of Virginia', 'country_name': 'United States'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}, {'id': 'grid.422341.2', 'name': 'Socratech (United States)', 'country_name': 'United States'}, {'id': 'grid.24827.3b', 'acronym': 'UC', 'name': 'University of Cincinnati', 'country_name': 'United States'}, {'id': 'grid.5335.0', 'name': 'University of Cambridge', 'country_name': 'United Kingdom'}, {'id': 'grid.240145.6', 'name': 'The University of Texas MD Anderson Cancer Center', 'country_name': 'United States'}, {'id': 'grid.267153.4', 'acronym': 'USA', 'name': 'University of South Alabama', 'country_name': 'United States'}, {'id': 'grid.260917.b', 'acronym': 'NYMC', 'name': 'New York Medical College', 'country_name': 'United States'}]",136,Joseph M Miano,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01213434025.87
Edith M,ur.01160153710.96,Lord,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",136,Edith M Lord,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01160153710.96
Lyman C,ur.01255400352.18,Wynne,,"[{'id': 'grid.10858.34', 'name': 'University of Oulu', 'country_name': 'Finland'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.416868.5', 'acronym': 'NIMH', 'name': 'National Institute of Mental Health', 'country_name': 'United States'}, {'id': 'grid.430387.b', 'acronym': 'RU', 'name': 'Rutgers, The State University of New Jersey', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",136,Lyman C Wynne,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01255400352.18
Gregory C,ur.01315724253.12,Deangelis,['0000-0002-1635-1273'],"[{'id': 'grid.47840.3f', 'acronym': 'UCB', 'name': 'University of California, Berkeley', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}, {'id': 'grid.414123.1', 'acronym': 'LPCH', 'name': ""Lucile Packard Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.4367.6', 'acronym': 'WUSTL', 'name': 'Washington University in St. Louis', 'country_name': 'United States'}, {'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}]",135,Gregory C Deangelis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01315724253.12
Jake,ur.01254647575.46,Bromage,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.450312.1', 'name': 'OFS (United States)', 'country_name': 'United States'}, {'id': 'grid.11914.3c', 'name': 'University of St Andrews', 'country_name': 'United Kingdom'}, {'id': 'grid.469490.6', 'name': 'Nokia (United States)', 'country_name': 'United States'}]",135,Jake Bromage,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01254647575.46
Harry T,ur.0656237616.00,Reis,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.21166.32', 'name': 'Interdisciplinary Center Herzliya', 'country_name': 'Israel'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]",135,Harry T Reis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0656237616.00
James,ur.01371474415.31,Palis,['0000-0001-7324-1049'],"[{'id': 'grid.280051.e', 'acronym': 'GRC', 'name': 'Gordon Research Conferences', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",134,James Palis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01371474415.31
Manuel Perez,ur.01123446650.41,Del Cerro,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",133,Manuel Perez Del Cerro,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01123446650.41
Richard Stuart,ur.0650626004.42,Meltzer,,"[{'id': 'grid.27860.3b', 'acronym': 'UCD', 'name': 'University of California, Davis', 'country_name': 'United States'}, {'id': 'grid.9581.5', 'acronym': 'UI', 'name': 'University of Indonesia', 'country_name': 'Indonesia'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.416167.3', 'name': 'Mount Sinai Hospital', 'country_name': 'United States'}, {'id': 'grid.7177.6', 'acronym': 'UvA', 'name': 'University of Amsterdam', 'country_name': 'Netherlands'}, {'id': 'grid.5645.2', 'name': 'Erasmus University Medical Center', 'country_name': 'Netherlands'}, {'id': 'grid.411737.7', 'acronym': 'ICIN-NHI', 'name': 'Netherlands Heart Institute', 'country_name': 'Netherlands'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.16872.3a', 'acronym': 'VUMC', 'name': 'VU University Medical Center', 'country_name': 'Netherlands'}, {'id': 'grid.456105.3', 'name': 'Ultramed (United States)', 'country_name': 'United States'}, {'id': 'grid.6906.9', 'acronym': 'EUR', 'name': 'Erasmus University Rotterdam', 'country_name': 'Netherlands'}, {'id': 'grid.5650.6', 'acronym': 'AMC', 'name': 'Academic Medical Center', 'country_name': 'Netherlands'}, {'id': 'grid.410827.8', 'acronym': 'SUMS', 'name': 'Shiga University of Medical Science', 'country_name': 'Japan'}, {'id': 'grid.413795.d', 'name': 'Sheba Medical Center', 'country_name': 'Israel'}, {'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}, {'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}, {'id': 'grid.416091.b', 'acronym': 'RUH', 'name': 'Royal United Hospital', 'country_name': 'United Kingdom'}]",133,Richard Stuart Meltzer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0650626004.42
Abraham,ur.012772563271.78,Seidmann,,"[{'id': 'grid.469474.c', 'name': 'Johns Hopkins Medicine', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.255962.f', 'acronym': 'FGCU', 'name': 'Florida Gulf Coast University', 'country_name': 'United States'}, {'id': 'grid.12136.37', 'acronym': 'TAU', 'name': 'Tel Aviv University', 'country_name': 'Israel'}]",132,Abraham Seidmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012772563271.78
John M,ur.015062330234.29,Soures,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",131,John M Soures,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015062330234.29
Michael J,ur.012367164727.81,Zuscik,,"[{'id': 'grid.266539.d', 'name': 'University of Kentucky', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.430503.1', 'name': 'University of Colorado Anschutz Medical Campus', 'country_name': 'United States'}, {'id': 'grid.239578.2', 'name': 'Cleveland Clinic', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",131,Michael J Zuscik,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012367164727.81
Elizabeth,ur.01200207017.69,Fee,,"[{'id': 'grid.280285.5', 'acronym': 'NLM', 'name': 'United States National Library of Medicine', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.48336.3a', 'acronym': 'NCI', 'name': 'National Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}]",131,Elizabeth Fee,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01200207017.69
