,for_name,id,year,title
763,Biochemistry and Cell Biology,WO-2017149052-A1,2017,PROCESS AND INTERMEDIATES FOR THE PRODUCTION OF 17(20)-ENE B-SECO STEROIDS
764,Clinical Sciences,US-10045988-B2,2017,Spirocyclic compounds as tryptophan hydroxylase inhibitors
765,Neurosciences,US-9045793-B2,2011,Method of regulating the expression level of survival of motor neuron 1
766,Clinical Sciences,US-9199994-B2,2014,Spirocyclic compounds as tryptophan hydroxylase inhibitors
767,Biochemistry and Cell Biology,GB-2539743-A,2016,Multi-eptopic construct
768,Cardiorespiratory Medicine and Haematology,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
769,Clinical Sciences,WO-2014195847-A2,2014,NOVEL USE OF STABLE ISOTOPE LABELED L-TRYPTOPHAN
770,Pharmacology and Pharmaceutical Sciences,WO-2016103176-A1,2015,NOVEL PI3K GAMMA INHIBITOR PEPTIDE FOR TREATMENT OF RESPIRATORY SYSTEM DISEASES
771,Organic Chemistry,US-9765092-B2,2014,Tricyclic piperidine compounds
772,Biochemistry and Cell Biology,US-9611201-B2,2016,"Processes for preparing (R)-1-(5-chloro-[1,1′-biphenyl]-2-yl)-2,2,2-trifluoroethanol and 1-(5-chloro-[1,1′-biphenyl]-2-yl)-2,2,2-trifluoroethanone"
773,Genetics,WO-2015075198-A1,2014,DETECTION OF NUCLEIC ACIDS BY STRAND INVASION BASED AMPLIFICATION
774,Medical Biochemistry and Metabolomics,WO-2013104540-A1,2013,NEW C5A BINDING NUCLEIC ACIDS
775,Artificial Intelligence and Image Processing,US-9990741-B2,2016,Motion correction in a projection domain in time of flight positron emission tomography
776,Immunology,WO-2017177217-A3,2017,CHIMERIC RECEPTORS AND USES THEREOF IN IMMUNE THERAPY
777,Medical Biochemistry and Metabolomics,WO-2017108941-A1,2016,GROWTH DIFFERENTIATION FACTOR 15 AS BIOMARKER FOR METFORMIN
778,Biochemistry and Cell Biology,WO-2016102965-A1,2015,CELL
779,Immunology,WO-2015164594-A1,2015,CHIMERIC ANTIGEN RECEPTORS (CAR) FOR USE IN THERAPY AND METHODS FOR MAKING THE SAME
780,Neurosciences,WO-2015087087-A1,2014,BIOMARKERS AND METHODS RELATING TO ALZHEIMER'S DISEASE
781,Biochemistry and Cell Biology,US-20160229905-A1,2014,MODIFIED ANTI-INFLAMMATORY PROTEINS AND METHOD OF USE
782,Biochemistry and Cell Biology,US-9624468-B2,2013,Methods for generating the inner ear and other cranial placode-derived tissues using pluripotent stem cells
783,Computer Software,US-9587237-B2,2013,"Compositions, methods, and computer systems related to making and administering modified T cells"
784,Biochemistry and Cell Biology,WO-2016134145-A3,2016,ARTIFICIAL SELF-SUFFICIENT CYTOCHROME P450S
785,Medical Biochemistry and Metabolomics,WO-2016174409-A1,2016,NUCLEIC ACID CONSTRUCT
786,Immunology,WO-2016008973-A1,2015,CHIMERIC ANTIGEN RECEPTOR AND ITS USE
787,Artificial Intelligence and Image Processing,US-9659370-B2,2014,Cortical bone segmentation from MR Dixon data
788,Immunology,WO-2017088012-A1,2016,GENETICALLY MODIFIED CELLS AND USES THEREOF
789,Biochemistry and Cell Biology,WO-2013166488-A1,2013,METHODS FOR GENERATING THE INNER EAR AND OTHER CRANIAL PLACODE-DERIVED TISSUES USING PLURIPOTENT STEM CELLS
790,Clinical Sciences,WO-2018046999-A1,2017,METHOD OF IDENTIFYING AN ACNE ASSOCIATION SIGNAL BY MONITORING ELEVATED EPITHELIAL ATTACHMENT THROUGH INCREASED LAMC2 EXPRESSION (AS A RISK FACTOR FOR MODERATE TO SEVERE ACNE) AND ASSOCIATED TREATMENT
791,Genetics,US-10059941-B2,2013,Compositions and methods for modulating SMN gene family expression
792,Clinical Sciences,US-9498514-B2,2016,"Systems, compositions, and methods for transplantation and treating conditions"
793,Medical Biochemistry and Metabolomics,EP-3184106-A1,2015,GROWTH DIFFERENTIATION FACTOR 15 AS BIOMARKER FOR METFORMIN
794,Immunology,WO-2016174406-A1,2016,NUCLEIC ACID CONSTRUCT FOR EXPRESSING MORE THAN ONE CHIMERIC ANTIGEN RECEPTOR
795,Immunology,WO-2015075469-A1,2014,CELL
796,Clinical Sciences,US-9352021-B2,2014,"Systems, compositions, and methods for transplantation and treating conditions"
797,Oncology and Carcinogenesis,US-9265789-B2,2014,Targeting CLPTM1L by RNA interference for treatment and prevention of cancer
798,Artificial Intelligence and Image Processing,US-9427206-B2,2015,Method and apparatus for gate specific MR-based attenuation correction of timed-gated pet studies
799,Immunology,WO-2015013508-A3,2014,METHODS FOR DIAGNOSING AND TREATING IMMUNE DISEASE
800,Artificial Intelligence and Image Processing,WO-2015099837-A1,2014,METHOD AND APPARATUS FOR GATE SPECIFIC MR-BASED ATTENUATION CORRECTION OF TIMED-GATED PET STUDIES
801,Medical Microbiology,US-9572872-B2,2013,Treatment of disease using inter-alpha inhibitor proteins
802,Clinical Sciences,WO-2018047001-A1,2017,METHOD OF IDENTIFYING REDUCED ACTIVITY OF HAIR FOLLICLE MEDIATED BY REDUCTION IN ABILITY OF WNT10A TO PERFORM WILD TYPE FUNCTION AS A PROTECTIVE FACTOR FOR MODERATE TO SEVERE AND RELATED TREATMENT
803,Computer Software,US-9662354-B2,2016,"Compositions, methods, and computer systems related to making and administering modified T cells"
804,Immunology,GB-2503883-A,2012,Variant IgE with reduced affinity to CD23
805,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
806,Cardiorespiratory Medicine and Haematology,US-9416196-B2,2014,Composition for prophylaxis or treatment of vascular or cardiac valvular calcification comprising dipeptidyl peptidase-4 inhibitor
807,Immunology,WO-2017211893-A1,2017,BIOMARKER SIGNATURES OF SYSTEMIC LUPUS ERYTHEMATOSUS AND USES THEREOF
808,Information Systems,US-9741022-B2,2015,Parental controls
809,Psychology,US-9813855-B2,2016,Targeted venue message distribution
810,Biochemistry and Cell Biology,US-9216163-B2,2014,Method of inhibiting angiogenesis
811,Analytical Chemistry,US-9694039-B2,2015,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
812,Information Systems,US-9448085-B2,2015,Live branded dynamic mapping
813,Electrical and Electronic Engineering,US-9549781-B2,2014,Multi-force sensing surgical instrument and method of use for robotic surgical systems
814,Pharmacology and Pharmaceutical Sciences,US-9901603-B2,2016,Compositions for fecal floral transplantation and methods for making and using them and device for delivering them
815,Organic Chemistry,WO-2016207785-A1,2016,NADPH OXIDASE 4 INHIBITORS
816,Neurosciences,US-9629830-B2,2014,EphA4 inhibitors as neuroprotective agents
817,Clinical Sciences,US-10064899-B1,2018,Compositions for fecal floral transplantation and methods for making and using them and devices for delivering them
818,Medical Microbiology,US-9962414-B2,2015,Probiotic recolonisation therapy
819,Biochemistry and Cell Biology,US-9968638-B2,2012,Compositions and methods for transplantation of colon microbiota
820,Medical Microbiology,US-9901604-B2,2016,Probiotic recolonisation therapy
821,Biochemistry and Cell Biology,US-10059708-B2,2017,Therapeutic targeting of the interleukin 1 receptor-associated kinase 4 (IRAK4) in leukemias characterized by rearrangements in the mixed lineage leukemia gene (MLL-r)
822,Analytical Chemistry,US-9782445-B2,2015,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
823,Biochemistry and Cell Biology,WO-2016135273-A1,2016,"PROCESSES FOR THE DIAGNOSIS, PROGNOSIS AND MONITORING OF THE PROGRESSION OF CHRONIC LYMPHOID LEUKAEMIA (CLL) AND/OR OF SYSTEMIC LUPUS ERYTHEMATOSUS (SLE) USING MEMBRANE STIM 1"
824,Neurosciences,WO-2015048336-A3,2014,MARKERS FOR AMYOTROPHIC LATERAL SCLEROSIS (ALS) AND PRESYMPTOMATIC ALZHIMER'S DISEASE (PSAD)
825,Biochemistry and Cell Biology,US-10028980-B2,2016,Compositions and methods for transplantation of colon microbiota
826,Biochemistry and Cell Biology,EP-3062105-A1,2015,"Processes for the diagnosis, prognosis and monitoring of the progression of Chronic Lymphoid Leukaemia (CLL) and/or of Systemic Lupus Erythematosus (SLE) using membrane STIM 1"
827,Genetics,EP-3008214-A4,2014,NON-INVASIVE BLOOD BASED MONITORING OF GENOMIC ALTERATIONS IN CANCER
828,Information Systems,US-9829339-B2,2017,Live branded dynamic mapping
829,Immunology,WO-2015136053-A1,2015,DIAGNOSIS METHOD FOR LUPUS
830,Electrical and Electronic Engineering,WO-2018065757-A1,2017,PROXIMITY SENSOR AND CORRESPONDING DISTANCE MEASURING METHOD
831,Medical Microbiology,US-9867858-B2,2016,Probiotic recolonisation therapy
832,Clinical Sciences,US-9962413-B2,2017,Compositions for fecal floral transplantation and methods for making and using them and devices for delivering them
833,Genetics,WO-2015072438-A1,2014,"COMPLEMENTARY PCR PRIMER SET FOR ALS-RELATED GENE SEQUENCE ANALYSIS, METHOD FOR ANALYZING ALS-RELATED GENE SEQUENCE, AND METHOD FOR TESTING ALS"
834,Organic Chemistry,US-9796752-B2,2014,Terpenoid derivatives
835,Psychology,US-10028091-B2,2017,Targeted venue message distribution
836,Information Systems,US-9909896-B2,2016,Live branded dynamic mapping
837,Cardiorespiratory Medicine and Haematology,US-9265808-B2,2013,Compositions for alleviating inflammation and oxidative stress in a mammal
838,Clinical Sciences,WO-2016115496-A1,2016,METABOLITE BIOMARKERS PREDICTIVE OF RENAL DISEASE IN DIABETIC PATIENTS
839,Clinical Sciences,US-10022406-B2,2016,Compositions for fecal floral transplantation and methods for making and using them and devices for delivering them
840,Biomedical Engineering,WO-2018069516-A1,2017,CUCURBITURIL-BASED HYDROGELS
841,Genetics,WO-2018041726-A1,2017,BIOMARKERS FOR DETERMINING THE PRESENCE OF AN UNSTABLE ATHEROSCLEROTIC PLAQUE
842,Biochemistry and Cell Biology,WO-2013011131-A2,2012,PLURIPOTENT TENDON AND LIGAMENT PERIVASCULAR CELLS
843,Materials Engineering,US-20180204991-A1,2017,LIGHT EMITTING DEVICE AND METHOD OF FABRICATING THE SAME
844,Paediatrics and Reproductive Medicine,WO-2014055849-A1,2013,METHODS FOR DIAGNOSING AND PROGNOSING PLACENTAL DYSFUNCTION AND PRE-ECLAMPSIA
845,Biochemistry and Cell Biology,DE-112013006129-B4,2013,Circulating micrornas as a new biomarkers of the platelet activation
846,Cardiorespiratory Medicine and Haematology,GB-2524692-A,2013,Determination of microrna expression levels for the diagnosis of a platelet-related disorder
847,Immunology,US-20120258126-A1,2009,Molecular Vaccines for Infectious Disease
848,Macromolecular and Materials Chemistry,US-9439868-B2,2012,Supramolecular capsules
849,Cardiorespiratory Medicine and Haematology,WO-2014096872-A1,2013,DETERMINATION OF MICRORNA EXPRESSION LEVELS FOR THE DIAGNOSIS OF A PLATELET-RELATED DISORDER
850,Neurosciences,WO-2017029505-A1,2016,COMPUTER-IMPLEMENTED APPARATUS AND METHOD FOR PREDICTING PERFORMANCE OF SURGICAL STRATEGIES
851,Cardiorespiratory Medicine and Haematology,WO-2014083081-A1,2013,COMPOSITIONS AND METHODS FOR EVALUATING HEART FAILURE
852,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
853,Biochemistry and Cell Biology,US-10030065-B2,2009,"MHC multimers, methods for their generation, labeling and use"
854,Oncology and Carcinogenesis,EP-2868751-A1,2013,HCBI sequences as an early marker for the future development of cancer and diseases of the CNS and as a target for cancer treatment and prevention
855,Clinical Sciences,WO-2016046635-A1,2015,METHODS FOR CHARACTERIZING HUMAN PAPILLOMAVIRUS ASSOCIATED CERVICAL LESIONS
856,Oncology and Carcinogenesis,WO-2017046394-A1,2016,NOVEL BIOMARKERS AND METHODS OF TREATING CANCER
857,Biochemistry and Cell Biology,WO-2017046394-A1,2016,NOVEL BIOMARKERS AND METHODS OF TREATING CANCER
858,Oncology and Carcinogenesis,US-9702878-B2,2013,Method for the prognosis and treatment of cancer metastasis
859,Genetics,US-20130296193-A1,2012,METHOD FOR DISCOVERING A BIOMARKER
860,Biochemistry and Cell Biology,US-9078877-B2,2013,Targeting VEGF-B regulation of fatty acid transporters to modulate human diseases
861,Neurosciences,WO-2016183252-A1,2016,TREATMENT OF NEURODEGENERATIVE CONDITIONS USING PKC ACTIVATORS AFTER DETERMINING THE PRESENCE OF THE APOE4 ALLELE
862,Cardiorespiratory Medicine and Haematology,US-9289138-B2,2009,Apparatus and method for measuring blood pressure
863,Clinical Sciences,US-9664695-B2,2013,Method for diagnosing or monitoring kidney function or diagnosing kidney dysfunction
864,Genetics,WO-2017191068-A1,2017,METHOD OF DETECTING A MUTATIONAL SIGNATURE IN A SAMPLE
865,Immunology,WO-2015023972-A1,2014,TREATMENT OF GRAFT REJECTION BY ADMINISTERING A COMPLEMENT INHIBITOR TO AN ORGAN PRIOR TO TRANSPLANT
866,Clinical Sciences,WO-2014053501-A1,2013,A METHOD FOR DIAGNOSING OR MONITORING KIDNEY FUNCTION OR DIAGNOSING KIDNEY DYSFUNCTION
867,Cardiorespiratory Medicine and Haematology,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
868,Communications Technologies,US-9059823-B2,2013,Apparatus and method for performing inter-cell interference coordination using limited channel state information in heterogeneous network
869,Analytical Chemistry,US-9642880-B2,2015,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
870,Biochemistry and Cell Biology,US-9498539-B2,2012,Affinity-based controlled release system
871,Clinical Sciences,WO-2016052504-A1,2015,"COMPOSITION, CELL CONSTRUCT, ISLET TRANSPLANT KIT, ISLET CELL TRANSPLANT THERAPEUTIC AGENT AND BLOOD SUGAR REDUCING AGENT, COMPOSITION INCLUDING ISLETS, KIT INCLUDING ISLETS, AND ISLET TRANSPLANT THERAPEUTIC AGENT AND BLOOD SUGAR REDUCING AGENT"
872,Oncology and Carcinogenesis,US-10047398-B2,2011,"Method for the diagnosis, prognosis and treatment of breast cancer metastasis"
873,Clinical Sciences,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
874,Biochemistry and Cell Biology,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
875,Organic Chemistry,US-9951335-B2,2013,Compositions and methods for treating otitis media and other conditions with inhibitors of CYLD
876,Macromolecular and Materials Chemistry,WO-2018042378-A1,2017,"CYANOBACTERIUM EXTRACELLULAR POLYMER, COMPOSITIONS AND USES THEREOF"
877,Analytical Chemistry,US-9511099-B2,2014,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
878,Medical Biotechnology,US-9511100-B2,2014,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
879,Communications Technologies,US-9026167-B2,2013,Picocell range expansion configuration on authorized shared access
880,Neurosciences,EP-2966176-A1,2014,"HCBI, MSBI, MSSI and CMI sequences as an early marker for the future development of cancer and diseases of the CNS and as a target for the treatment and prevention of these diseases"
881,Oncology and Carcinogenesis,EP-3202913-A1,2016,A SET OF GENES FOR USE IN A METHOD OF PREDICTING THE LIKELIHOOD OF A BREAST CANCER PATIENT S SURVIVAL
882,Biochemistry and Cell Biology,WO-2018050286-A1,2017,TRAF 6 INHIBITORS
883,Analytical Chemistry,US-9433651-B2,2014,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
884,Communications Technologies,EP-2790430-A1,2014,Picocell range expansion configuration on Authorized Shared Access (ASA)
885,Oncology and Carcinogenesis,US-8980564-B2,2010,Predictive markers for taxane responsiveness and methods of use thereof
886,Oncology and Carcinogenesis,WO-2013117697-A1,2013,BIOMARKER SET FOR IDENTIFYING A SEVERE FORM OF CANCER
887,Oncology and Carcinogenesis,WO-2017191073-A1,2017,MUTATIONAL SIGNATURES IN CANCER
888,Genetics,WO-2014081313-A1,2013,GENE EXPRESSION PROFILE IN DIAGNOSTICS
889,Biomedical Engineering,US-9999414-B2,2015,Retraction devices and methods of its use and manufacture
890,Analytical Chemistry,US-9675648-B2,2014,"Microbiota restoration therapy (MRT), compositions and methods of manufacture"
891,Immunology,US-9649356-B2,2011,Method of improving transplant function using soluble complement receptor type I (sCR1)
892,Cardiorespiratory Medicine and Haematology,EP-3192805-A1,2016,INHIBITORS OF T CELL ACTIVATION  OR STIMULATION AND USES THEREOF
893,Biochemistry and Cell Biology,EP-3192805-A1,2016,INHIBITORS OF T CELL ACTIVATION  OR STIMULATION AND USES THEREOF
894,Clinical Sciences,WO-2016046635-A1,2015,METHODS FOR CHARACTERIZING HUMAN PAPILLOMAVIRUS ASSOCIATED CERVICAL LESIONS
895,Clinical Sciences,DE-102016001407-A1,2016,Blood treatment with inactivation of free nucleic acids
896,Biochemistry and Cell Biology,WO-2016126972-A1,2016,MUTANT SMOOTHENED AND METHODS OF USING THE SAME
897,Pharmacology and Pharmaceutical Sciences,WO-2016126972-A1,2016,MUTANT SMOOTHENED AND METHODS OF USING THE SAME
898,Biochemistry and Cell Biology,EP-2915878-A1,2014,Method and device for conserving viable and functional human polymorphonuclear neutrophils
899,Genetics,WO-2017191074-A1,2017,METHOD OF CHARACTERISING A DNA SAMPLE
900,Inorganic Chemistry,US-9364570-B2,2012,Functionalisation of cage amine ligands for metallo-radiopharmaceuticals
901,Biochemistry and Cell Biology,WO-2015132774-A1,2015,METHOD AND DEVICE FOR CONSERVING VIABLE AND FUNCTIONAL HUMAN POLYMORPHONUCLEAR NEUTROPHILS
902,Biochemistry and Cell Biology,US-10081684-B2,2012,Using sortases to install click chemistry handles for protein ligation
903,Genetics,WO-2017191068-A1,2017,METHOD OF DETECTING A MUTATIONAL SIGNATURE IN A SAMPLE
904,Neurosciences,WO-2015164367-A1,2015,DIAGNOSTIC METHODS FOR NEURONAL DISORDERS
905,Artificial Intelligence and Image Processing,WO-2014203192-A2,2014,CORTICAL BONE SEGMENTATION FROM MR DIXON DATA
906,Neurosciences,US-9594075-B2,2015,Diagnostic methods for neural disorders
907,Other Physical Sciences,WO-2015086476-A1,2014,ZERO ECHO TIME MR IMAGING WITH WATER/FAT SEPARATION
908,Artificial Intelligence and Image Processing,US-9659370-B2,2014,Cortical bone segmentation from MR Dixon data
909,Biochemistry and Cell Biology,WO-2015120075-A2,2015,MUTANT SMOOTHENED AND METHODS OF USING THE SAME
910,Neurosciences,EP-2733219-A1,2012,Diagnostic miRNA markers for Alzheimer
911,Biochemistry and Cell Biology,US-10048253-B2,2013,Method for identifying compounds of therapeutic interest
