aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1099701770,ur.0625413427.66,Louis C.,Doré
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1099701770,ur.01015166243.76,Bobbie,Pelham-Webb
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1099701770,ur.012740030027.82,Chuan,He
,,,,,"Department of Neurosurgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,pub.1103565842,ur.0576004401.37,Do-Hyun,Nam
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1099699075,ur.01177146154.31,Nipun,Verma
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1099699075,ur.0625413427.66,Louis C.,Doré
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1099699075,ur.01015166243.76,Bobbie,Pelham-Webb
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1099699075,ur.012740030027.82,Chuan,He
,,,,,"Department of Psychiatry and Psychotherapy, Universitätsmedizin Berlin Campus Charité Mitte, Berlin, Germany",,,pub.1103659983,ur.01133572106.62,Stephan,Ripke
,,,,,"Virginia Institute for Psychiatric and Behavior Genetics, Richmond, VA, USA",,,pub.1103659983,ur.0724245644.55,Tim B.,Bigdeli
,,,,,"iPSYCH, Lundbeck Foundation Initiative for Psychiatric Research, Copenhagen, Denmark",,,pub.1103659983,ur.013014002502.78,Thomas F.,Hansen
,,,,,"Department of Psychiatry and Psychotherapy, Universitätsmedizin Berlin Campus Charité Mitte, Berlin, Germany",,,pub.1103659983,,Julia,Kraft
,,,,,"Child and Youth Mental Health Service, Children’s Health Queensland Hospital and Health Service, South Brisbane, Queensland, Australia",,,pub.1103659983,ur.0615362216.69,Christel M.,Middeldorp
,,,,,"Humus, Reykjavik, Iceland",,,pub.1103659983,ur.0601142761.68,Hogni,Oskarsson
,,,,,"Solid Biosciences, Boston, MA, USA",,,pub.1103659983,,Jorge A.,Quiroz
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1103659983,ur.0611467633.09,Hreinn,Stefansson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1103659983,ur.0721633133.76,Stacy,Steinberg
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1103659983,ur.0672020421.27,Thorgeir E.,Thorgeirsson
,,,,,"Department of Psychiatry and Psychotherapy, Universitätsmedizin Berlin Campus Charité Mitte, Berlin, Germany",,,pub.1103659983,ur.01221244076.65,Vassily,Trubetskoy
,,,,,"Institute of Medical Genetics and Pathology, University Hospital Basel, University of Basel, Basel, Switzerland",,,pub.1103659983,ur.01271354173.03,Sven,Cichon
,,,,,"Mental Health Center Copenhagen, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1103659983,ur.01121646425.11,Merete,Nordentoft
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1103659983,ur.0723426172.10,Kari,Stefansson
,,,,,"Agriculture Victoria, Bundoora, VIC, Australia",,,pub.1103641000,ur.0623730357.31,Michael E.,Goddard
,,,,,"Department of Medical Genetics, Ashgrove House, Foresterhill, Aberdeen, UK",,,pub.1100996946,ur.012447546640.25,Alison,Ross
,,,,,"National Mycobacterium Reference Laboratory, Porto, Portugal",,,pub.1103456060,ur.014201325004.61,Adriana,Alves
,,,,,"Karonga Prevention Study, Chilumba, Karonga, Malawi",,,pub.1103456060,ur.0757511473.55,Amelia C.,Crampin
,,,,,"Karonga Prevention Study, Chilumba, Karonga, Malawi",,,pub.1103456060,ur.01366231613.48,Judith R.,Glynn
,,,,,"National Mycobacterium Reference Laboratory, Porto, Portugal",,,pub.1103456060,ur.010055000104.82,Anabela,Miranda
,,,,,"Reference Laboratory of Tuberculosis Control, Buenos Aires, Argentina",,,pub.1103456060,ur.014503756304.63,Nora,Mocillo
,,,,,"Corporación para Investigaciones Biológicas, Universidad Pontificia Bolivariana, Medellín, Colombia",,,pub.1103456060,ur.010473660004.33,Jaime,Robledo
,,,,,"Regional Laboratory Directorate of Health Affairs, Makkah, Saudi Arabia",,,pub.1103456060,ur.015122636204.37,Nashwa Talaat,Shesha
,,,,,"Institute for Integrative Cell Biology, CEA, CNRS, Université Paris–Saclay, Orsay, France",,,pub.1103456060,ur.0774766127.77,Christophe,Sola
,,,,,"Laboratorio Central de Saúde Pública Professor Gonçalo Moniz, Salvador, Brazil",,,pub.1103456060,ur.012615222266.77,Erivelton Oliveira,Sousa
,,,,,"Department of Biotechnology, Beijing Institute of Radiation Medicine, Beijing, China",,,pub.1101239943,ur.01361626031.46,Chao,Ren
,,,,,"Department of Biotechnology, Beijing Institute of Radiation Medicine, Beijing, China",,,pub.1101239943,ur.01071533647.14,Wenjie,Shu
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.07476356654.93,Valérie,Turcot
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt Epidemiology Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1101550147,ur.010146517105.13,Yingchang,Lu
,,,,,"Quantinuum Research, LLC, San Diego, CA, USA",,,pub.1101550147,ur.01163136127.22,Jonathan P.,Bradfield
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101550147,ur.01110255466.35,Nicholas G. D.,Masca
,,,,,"INSERM U1167, Lille, France",,,pub.1101550147,ur.01077652051.47,Philippe,Amouyel
,,,,,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1101550147,ur.0651630056.93,Lia E.,Bang
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101550147,ur.0706723243.24,Marianne,Benn
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1101550147,ur.01060302520.08,Audrey Y.,Chu
,,,,,"Department of Human Genetics, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101550147,ur.013374310473.84,Jordi,Corominas Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101550147,ur.013374310473.84,Jordi,Corominas Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101550147,ur.014662071411.49,Anneke I.,Hollander
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.014501742654.05,Marie-Pierre,Dubé
,,,,,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1101550147,ur.01205455323.64,Ruth,Frikke-Schmidt
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1101550147,ur.01013762020.04,Nancy L.,Heard-Costa
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101550147,ur.01366154613.34,Iris M.,Heid
,,,,,"Centre for Ophthalmology and Vision Science, Lions Eye Institute, University of Western Australia, Perth, Western Australia, Australia",,,pub.1101550147,ur.01127542415.10,Alex W.,Hewitt
,,,,,"Research Unit Skellefteå, Skellefteå, Sweden",,,pub.1101550147,ur.01267366417.52,Jan-Håkan,Jansson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101550147,ur.0774636110.09,Pia R.,Kamstrup
,,,,,"Echinos Medical Centre, Echinos, Greece",,,pub.1101550147,ur.01341205376.74,Maria,Karaleftheri
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1101550147,ur.0734135057.55,Johanna,Kuusisto
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1101550147,ur.01052255145.04,Markku,Laakso
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.013242434654.29,Ken S.,Lo
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101550147,ur.01367042426.41,Martina,Müller-Nurasyid
,,,,,"Department of Medicine I, University Hospital Großhadern, Ludwig-Maximilians-Universitat, Munich, Germany",,,pub.1101550147,ur.01367042426.41,Martina,Müller-Nurasyid
,,,,,"Data Tecnica International, Glen Echo, MD, USA",,,pub.1101550147,ur.015250157337.68,Mike A.,Nalls
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101550147,ur.015641175307.72,Christopher P.,Nelson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101550147,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101550147,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101550147,ur.01117072553.44,Annette,Peters
,,,,,"Central Hospital of Southern Ostrobothnia, Seinäjoki, Finland",,,pub.1101550147,ur.0737527073.07,Hannu,Puolijoki
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1101550147,ur.016255466273.32,Asif,Rasheed
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.01266053113.52,John D.,Rioux
,,,,,"NHS Blood and Transplant–Oxford Centre, Oxford, UK",,,pub.1101550147,ur.01154507440.57,David J.,Roberts
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1101550147,ur.0770340363.50,Danish,Saleheen
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101550147,ur.0606704334.54,Nilesh J.,Samani
,,,,,"OmicSoft at Qiagen Company, Cary, NC, USA",,,pub.1101550147,ur.013463645004.43,Andrew J.,Slater
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1101550147,ur.0723426172.10,Kari,Stefansson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1101550147,ur.01165442252.60,Valgerdur,Steinthorsdottir
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101550147,ur.01352171051.53,Konstantin,Strauch
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.0706115602.32,Jean-Claude,Tardif
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1101550147,ur.01247426430.47,Gudmar,Thorleifsson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1101550147,ur.01277776417.51,Unnur,Thorsteinsdottir
,,,,,"Anogia Medical Centre, Anogia, Greece",,,pub.1101550147,ur.01356227124.82,Emmanouil,Tsafantakis
,,,,,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1101550147,ur.01111064510.47,Anne,Tybjaerg-Hansen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101550147,ur.0646101614.57,Anette,Varbo
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101550147,ur.01155064273.68,Guillaume,Lettre
,,,,,"Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, USA",,,pub.1101550147,ur.011405001662.87,Kari E.,North
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101551643,ur.07476356654.93,Valérie,Turcot
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt Epidemiology Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1101551643,ur.010146517105.13,Yingchang,Lu
,,,,,"Quantinuum Research, LLC, San Diego, CA, USA",,,pub.1101551643,ur.01163136127.22,Jonathan P.,Bradfield
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101551643,ur.01110255466.35,Nicholas G. D.,Masca
,,,,,"INSERM U1167, Lille, France",,,pub.1101551643,ur.01077652051.47,Philippe,Amouyel
,,,,,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1101551643,ur.0651630056.93,Lia E.,Bang
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101551643,ur.0706723243.24,Marianne,Benn
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1101551643,ur.01060302520.08,Audrey Y.,Chu
,,,,,"Department of Human Genetics, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101551643,ur.013374310473.84,Jordi,Corominas Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101551643,ur.013374310473.84,Jordi,Corominas Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, The Netherlands",,,pub.1101551643,ur.014662071411.49,Anneke I.,Hollander
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101551643,ur.014501742654.05,Marie-Pierre,Dubé
,,,,,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1101551643,ur.01205455323.64,Ruth,Frikke-Schmidt
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1101551643,ur.01013762020.04,Nancy L.,Heard-Costa
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101551643,ur.01366154613.34,Iris M.,Heid
,,,,,"Centre for Ophthalmology and Vision Science, Lions Eye Institute, University of Western Australia, Perth, Western Australia, Australia",,,pub.1101551643,ur.01127542415.10,Alex W.,Hewitt
,,,,,"Research Unit Skellefteå, Skellefteå, Sweden",,,pub.1101551643,ur.01267366417.52,Jan-Håkan,Jansson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101551643,ur.0774636110.09,Pia R.,Kamstrup
,,,,,"Echinos Medical Centre, Echinos, Greece",,,pub.1101551643,ur.01341205376.74,Maria,Karaleftheri
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1101551643,ur.0734135057.55,Johanna,Kuusisto
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1101551643,ur.01052255145.04,Markku,Laakso
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101551643,ur.013242434654.29,Ken S.,Lo
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101551643,ur.01367042426.41,Martina,Müller-Nurasyid
,,,,,"Department of Medicine I, University Hospital Großhadern, Ludwig-Maximilians-Universitat, Munich, Germany",,,pub.1101551643,ur.01367042426.41,Martina,Müller-Nurasyid
,,,,,"Data Tecnica International, Glen Echo, MD, USA",,,pub.1101551643,ur.015250157337.68,Mike A.,Nalls
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101551643,ur.015641175307.72,Christopher P.,Nelson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101551643,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1101551643,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1101551643,ur.01117072553.44,Annette,Peters
,,,,,"Central Hospital of Southern Ostrobothnia, Seinäjoki, Finland",,,pub.1101551643,ur.0737527073.07,Hannu,Puolijoki
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1101551643,ur.016255466273.32,Asif,Rasheed
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1101551643,ur.01266053113.52,John D.,Rioux
,,,,,"NHS Blood and Transplant–Oxford Centre, Oxford, UK",,,pub.1101551643,ur.01154507440.57,David J.,Roberts
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1101551643,ur.0770340363.50,Danish,Saleheen
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1101551643,ur.0606704334.54,Nilesh J.,Samani
