supporting_grant_ids,doi,year,title
"['grant.2687831', 'grant.2687182', 'grant.2705289', 'grant.2456585', 'grant.2423966', 'grant.2687849', 'grant.2687840', 'grant.2687851', 'grant.2705281', 'grant.2687861', 'grant.2705312', 'grant.2705308', 'grant.2438711', 'grant.2705321', 'grant.2687830', 'grant.2705288', 'grant.2687853', 'grant.3932678', 'grant.2705159', 'grant.4241880', 'grant.2705149', 'grant.2705315', 'grant.2705301', 'grant.2705300', 'grant.2438706', 'grant.2687185', 'grant.2687827', 'grant.2424847', 'grant.2705317', 'grant.2687813', 'grant.2705327', 'grant.2705331', 'grant.2458217', 'grant.2438710', 'grant.2687845', 'grant.2705125', 'grant.2687324', 'grant.2705124', 'grant.2705303', 'grant.2438704', 'grant.2705310', 'grant.2438707', 'grant.2705297', 'grant.2687860', 'grant.2687856', 'grant.2687863', 'grant.2423970', 'grant.2687279', 'grant.2705283', 'grant.2438714', 'grant.2687881', 'grant.2705141', 'grant.2705238', 'grant.2705313', 'grant.2705343', 'grant.2705314', 'grant.2705329', 'grant.2705269', 'grant.2687111', 'grant.2705338', 'grant.2687846', 'grant.2687833', 'grant.2687471', 'grant.2687857', 'grant.2687381', 'grant.2687819', 'grant.2687872', 'grant.2705291', 'grant.2705271', 'grant.2705322', 'grant.2687190', 'grant.2687811', 'grant.2687823', 'grant.2687818', 'grant.2687199', 'grant.2687472', 'grant.2687821', 'grant.2687795', 'grant.2687847', 'grant.2687842', 'grant.2687383', 'grant.2705284', 'grant.2705319', 'grant.2687797', 'grant.2705326', 'grant.7028104', 'grant.2687865', 'grant.2705323', 'grant.2687814', 'grant.2687844', 'grant.2705293']",10.1142/9789813235533_0041,2018,Evaluation of PrediXcan for prioritizing GWAS associations and predicting gene expression
"['grant.2687826', 'grant.2438707', 'grant.2705293', 'grant.2705319', 'grant.2705271', 'grant.2705269', 'grant.2687823', 'grant.2438686', 'grant.2705288', 'grant.2705296', 'grant.2705316', 'grant.2705313', 'grant.2705273', 'grant.2687797', 'grant.2705307', 'grant.2687851']",10.1097/qad.0000000000001738,2018,Quality of life improvement in resource-limited settings after one year of second-line antiretroviral therapy use among adult men and women
"['grant.2684923', 'grant.6585745']",10.12688/gatesopenres.12837.1,2018,An assessment of PCV13 vaccine coverage using a repeated cross-sectional household survey in Malawi
['grant.5900519'],10.1039/c8ra01690a,2018,Shape-dependent adjuvanticity of nanoparticle-conjugated RNA adjuvants for intranasal inactivated influenza vaccines
"['grant.6585775', 'grant.6580190', 'grant.2695801', 'grant.6582275', 'grant.7143612', 'grant.2438713', 'grant.6583659', 'grant.2705344', 'grant.2687785', 'grant.6580867', 'grant.2687819']",10.1172/jci.insight.94355,2017,Computational analysis of antibody dynamics identifies recent HIV-1 infection
"['grant.2453313', 'grant.4106632', 'grant.2459885', 'grant.6581980']",10.1371/journal.ppat.1006665,2017,The immunological mechanisms that control pneumococcal carriage
"['grant.6493900', 'grant.', 'grant.2723417', 'grant.4243194', 'grant.2723416', 'grant.6541511', 'grant.4102519', 'grant.2345474', 'grant.4102220', 'grant.2764952', 'grant.5064217', 'grant.2347040', 'grant.2705243']",10.1128/jvi.01469-17,2017,Prior Dengue Virus Exposure Shapes T Cell Immunity to Zika Virus in Humans
"['grant.6582771', 'grant.6584121', 'grant.6582221', 'grant.', 'grant.6711265', 'grant.6582909', 'grant.6581875']",10.1093/aje/kwx192,2017,Impact of Targeted Tuberculosis Vaccination Among a Mining Population in South Africa: A Model-Based Study.
"['grant.3933352', 'grant.6584003', 'grant.5475545', 'grant.6580190', 'grant.5476886', 'grant.2705194', 'grant.6582322', 'grant.2705345', 'grant.6803258']",10.1128/jvi.01883-17,2017,Neutralizing Activity of Broadly Neutralizing Anti-HIV-1 Antibodies against Clade B Clinical Isolates Produced in Peripheral Blood Mononuclear Cells
"['grant.2459251', 'grant.2459886', 'grant.4055555']",10.3389/fimmu.2017.01730,2017,Cross-Protective Efficacy of Influenza Virus M2e Containing Virus-Like Particles Is Superior to Hemagglutinin Vaccines and Variable Depending on the Genetic Backgrounds of Mice
"['grant.4579636', 'grant.']",10.1080/21645515.2017.1383575,2017,Chimpanzee adenoviral vectors as vaccines for outbreak pathogens
['grant.6582137'],10.1016/j.pvr.2017.06.003,2017,What works for human papillomavirus vaccine introduction in low and middle-income countries?
['grant.6582137'],10.1016/j.pvr.2017.09.001,2017,Human papillomavirus (HPV) vaccine coverage achievements in low and middle-income countries 2007–2016
"['grant.7924629', 'grant.7748473', 'grant.8469604', 'grant.2774125', 'grant.3862376', 'grant.4694137', 'grant.2769275', 'grant.2756358', 'grant.7747241']",10.1016/j.vaccine.2017.10.099,2017,"Selection of vaccine strains for serotype O foot-and-mouth disease viruses (2007–2012) circulating in Southeast Asia, East Asia and Far East"
"['grant.', 'grant.4579636', 'grant.3641111']",10.1038/s41598-017-17274-5,2017,An in vitro assay to measure antibody-mediated inhibition of P. berghei sporozoite invasion against P. falciparum antigens
"['grant.4579636', 'grant.3642500', 'grant.', 'grant.3638486']",10.1038/s41598-017-07246-0,2017,Adjuvanting a viral vectored vaccine against pre-erythrocytic malaria
"['grant.4694137', 'grant.7748473', 'grant.8469604', 'grant.7924629', 'grant.2769275', 'grant.2774125', 'grant.7747241', 'grant.2756939', 'grant.2756358']",10.1016/j.vaccine.2017.10.040,2017,Genetic and antigenic characterization of serotype O FMD viruses from East Africa for the selection of suitable vaccine strain
"['grant.2459251', 'grant.4055555', 'grant.2459886']",10.1016/j.antiviral.2017.10.018,2017,Immunogenicity and efficacy of replication-competent recombinant influenza virus carrying multimeric M2 extracellular domains in a chimeric hemagglutinin conjugate
"['grant.4729310', 'grant.4055555', 'grant.2459886', 'grant.2459251']",10.1038/s41598-017-17487-8,2017,Heat-killed Lactobacillus casei confers broad protection against influenza A virus primary infection and develops heterosubtypic immunity against future secondary infection
"['grant.', 'grant.3636942', 'grant.3638486']",10.1186/s12967-017-1235-3,2017,Development of an objective gene expression panel as an alternative to self-reported symptom scores in human influenza challenge trials
"['grant.2455298', 'grant.6586489', 'grant.3498121']",10.1098/rsif.2017.0620,2017,Exploring the role of competition induced by non-vaccine serotypes for herd protection following pneumococcal vaccination
"['grant.2459886', 'grant.2459251']",10.3389/fimmu.2017.01649,2017,Single Dose of Consensus Hemagglutinin-Based Virus-Like Particles Vaccine Protects Chickens against Divergent H5 Subtype Influenza Viruses
"['grant.4580499', 'grant.', 'grant.3642749', 'grant.2723236', 'grant.2778166', 'grant.4579636', 'grant.3793488']",10.1172/jci.insight.96381,2017,Human vaccination against RH5 induces neutralizing antimalarial antibodies that inhibit RH5 invasion complex interactions
"['grant.3774990', 'grant.3781766']",10.1128/aac.01310-17,2017,"N-Acetylglucosamine-1-Phosphate Transferase, WecA, as a Validated Drug Target in Mycobacterium tuberculosis"
"['grant.2459251', 'grant.4055555', 'grant.2459886']",10.1016/j.bbrc.2017.09.011,2017,"Roles of antibodies to influenza A virus hemagglutinin, neuraminidase, and M2e in conferring cross protection"
"['grant.5475983', 'grant.6711265', 'grant.6581875', 'grant.6582221', 'grant.6582909', 'grant.6584121', 'grant.6582771']",10.1016/s2214-109x(17)30341-8,2017,Catastrophic costs potentially averted by tuberculosis control in India and South Africa: a modelling study
"['grant.2459251', 'grant.2459886', 'grant.4055555']",10.1016/j.virol.2017.08.022,2017,Virus-like particle vaccine primes immune responses preventing inactivated-virus vaccine-enhanced disease against respiratory syncytial virus
['grant.6581425'],10.1371/journal.pntd.0006037,2017,"A multi-country study of the economic burden of dengue fever: Vietnam, Thailand, and Colombia"
['grant.6585214'],10.1371/journal.pntd.0005866,2017,"Updated estimation of the impact of a Japanese encephalitis immunization program with live, attenuated SA 14-14-2 vaccine in Nepal"
"['grant.4579636', 'grant.5136175', 'grant.6940306', 'grant.2751444', 'grant.', 'grant.3560044', 'grant.3636942', 'grant.4580084']",10.1038/ncomms14946,2017,Association between a common immunoglobulin heavy chain allele and rheumatic heart disease risk in Oceania
['grant.6582999'],10.1371/journal.ppat.1006469,2017,T-dependent B cell responses to Plasmodium induce antibodies that form a high-avidity multivalent complex with the circumsporozoite protein
"['grant.2705293', 'grant.2687795', 'grant.2439394', 'grant.2705319', 'grant.2687383', 'grant.2705271', 'grant.2705269', 'grant.2438686', 'grant.2623758', 'grant.2705288', 'grant.4177193', 'grant.2687797', 'grant.2687381', 'grant.2440314', 'grant.2687851']",10.1097/qad.0000000000001523,2017,Impact of aging on neurocognitive performance in previously antiretroviral-naive HIV-infected individuals on their first suppressive regimen
['grant.6583583'],10.1016/j.vaccine.2017.04.087,2017,An updated methodology to review developing-country vaccine manufacturer viability
"['grant.4580499', 'grant.2756168', 'grant.4579636', 'grant.', 'grant.3642749', 'grant.4580785']",10.1172/jci.insight.93683,2017,Human vaccination against Plasmodium vivax Duffy-binding protein induces strain-transcending antibodies
['grant.6582137'],10.1371/journal.pone.0177773,2017,Lessons learnt from human papillomavirus (HPV) vaccination in 45 low- and middle-income countries
"['grant.2705269', 'grant.2687851', 'grant.2705319', 'grant.2705279', 'grant.2453903', 'grant.2438712', 'grant.2705271']",10.1093/cid/cix176,2017,"Impact of Medication Adherence on Virologic Failure in A5202: A Randomized, Partially Blinded, Phase 3B Study."
"['grant.6735582', 'grant.6714226']",10.1016/j.mimet.2017.03.012,2017,Culture of non-typeable Haemophilus influenzae from the nasopharynx: Not all media are equal
"['grant.', 'grant.4579636', 'grant.3642500', 'grant.3641111', 'grant.6445473']",10.1038/srep46482,2017,Rational development of a protective P. vivax vaccine evaluated with transgenic rodent parasite challenge models
['grant.3857103'],10.3390/nu9050516,2017,Comparative Safety and Efficacy Profile of a Novel Oil in Water Vaccine Adjuvant Comprising Vitamins A and E and a Catechin in Protective Anti-Influenza Immunity
"['grant.2459251', 'grant.2459886', 'grant.4055555']",10.1080/21645515.2016.1272743,2017,Virus-like particle vaccines containing F or F and G proteins confer protection against respiratory syncytial virus without pulmonary inflammation in cotton rats
"['grant.6580422', 'grant.6583532', 'grant.6581555', 'grant.6580190']",10.1128/jvi.01596-16,2017,Superiority in Rhesus Macaques of Targeting HIV-1 Env gp140 to CD40 versus LOX-1 in Combination with Replication-Competent NYVAC-KC for Induction of Env-Specific Antibody and T Cell Responses
"['grant.2769218', 'grant.4579636', 'grant.']",10.1038/srep46621,2017,Enhancing protective immunity to malaria with a highly immunogenic virus-like particle vaccine
"['grant.6584109', 'grant.5543208']",10.1073/pnas.1617218114,2017,El Niño and the shifting geography of cholera in Africa
"['grant.7952285', 'grant.8025091', 'grant.7952264']",10.1371/journal.pntd.0005551,2017,Improvement of a tissue maceration technique for the determination of placental involvement in schistosomiasis
"['grant.2705322', 'grant.2687818', 'grant.2705271', 'grant.2687851', 'grant.2687860', 'grant.2438707', 'grant.2699418', 'grant.2705347', 'grant.2438686', 'grant.2705303', 'grant.2705293', 'grant.2705242', 'grant.2705281', 'grant.2705279', 'grant.2705288', 'grant.2705319', 'grant.2705249', 'grant.2687823', 'grant.2687827', 'grant.2705269', 'grant.2705329', 'grant.2705255']",10.1371/journal.ppat.1006285,2017,Levels of HIV-1 persistence on antiretroviral therapy are not associated with markers of inflammation or activation
"['grant.4579636', 'grant.3642500', 'grant.3641111']",10.1128/cvi.00501-16,2017,Evaluation of Plasmodium vivax Cell-Traversal Protein for Ookinetes and Sporozoites as a Preerythrocytic P. vivax Vaccine
"['grant.3642749', 'grant.4579636', 'grant.']",10.1016/j.vaccine.2017.02.038,2017,Cryopreservation-related loss of antigen-specific IFNγ producing CD4+ T-cells can skew immunogenicity data in vaccine trials: Lessons from a malaria vaccine trial substudy
"['grant.2723417', 'grant.2723427', 'grant.2723406', 'grant.2726462']",10.1056/nejmoa1410863,2017,Chimpanzee Adenovirus Vector Ebola Vaccine
"['grant.', 'grant.4579636', 'grant.3641111']",10.4049/jimmunol.1601209,2017,The Threshold of Protection from Liver-Stage Malaria Relies on a Fine Balance between the Number of Infected Hepatocytes and Effector CD8+ T Cells Present in the Liver
"['grant.6711265', 'grant.6584121', 'grant.6581875', 'grant.6582909', 'grant.6582771', 'grant.6582221']",10.1128/cvi.00525-16,2017,Using Data from Macaques To Predict Gamma Interferon Responses after Mycobacterium bovis BCG Vaccination in Humans: a Proof-of-Concept Study of Immunostimulation/Immunodynamic Modeling Methods
"['grant.6581980', 'grant.2459885', 'grant.', 'grant.4578878', 'grant.2453313', 'grant.2765183', 'grant.4106632']",10.1038/mi.2016.71,2017,Agglutination by anti-capsular polysaccharide antibody is associated with protection against experimental human pneumococcal carriage
"['grant.3774990', 'grant.3781766', 'grant.2664100']",10.1016/j.drudis.2016.09.025,2017,Learning from the past for TB drug discovery in the future
"['grant.5476039', 'grant.2435230', 'grant.3802927', 'grant.5476182', 'grant.2438697', 'grant.2705345', 'grant.6580190', 'grant.5476886', 'grant.2681181', 'grant.6584003', 'grant.6582322', 'grant.3857394']",10.1038/nm.4268,2017,Antibody 10-1074 suppresses viremia in HIV-1-infected individuals
"['grant.', 'grant.6734643', 'grant.6734684', 'grant.3560586', 'grant.3636977', 'grant.4579460', 'grant.5125953', 'grant.2784542']",10.1038/nature21038,2017,Plasmodium malariae and P. ovale genomes provide insights into malaria parasite evolution
"['grant.4579636', 'grant.', 'grant.3640390', 'grant.3642749', 'grant.2775866', 'grant.2764745']",10.1016/j.ymthe.2016.11.003,2017,Viral Vector Malaria Vaccines Induce High-Level T Cell and Antibody Responses in West African Children and Infants
"['grant.5503276', 'grant.2551443', 'grant.2551953', 'grant.2553915', 'grant.2692491', 'grant.2423959', 'grant.2682923', 'grant.2687823', 'grant.2705239', 'grant.2558028', 'grant.2553899', 'grant.2439394', 'grant.4055346', 'grant.4455192', 'grant.2439410', 'grant.3537154', 'grant.2692492', 'grant.3536836', 'grant.2687857', 'grant.2562854', 'grant.2361638', 'grant.4241817', 'grant.2623751', 'grant.2438686', 'grant.2687336', 'grant.3806541', 'grant.3492533', 'grant.4455101', 'grant.4177519', 'grant.2552304', 'grant.3535501', 'grant.2694935', 'grant.2687953', 'grant.2554003', 'grant.2435125', 'grant.2549307', 'grant.2346138', 'grant.2696444', 'grant.2563350', 'grant.2447536', 'grant.2346152', 'grant.2346142', 'grant.2438689', 'grant.4244579', 'grant.2548808', 'grant.2694613', 'grant.2641375', 'grant.2551302', 'grant.2552442', 'grant.2705200', 'grant.2551724', 'grant.2658037', 'grant.2687797', 'grant.2552891', 'grant.2563487', 'grant.2552826', 'grant.2687851', 'grant.2705319', 'grant.2696780', 'grant.2705323', 'grant.2487410', 'grant.3933114', 'grant.2448644', 'grant.2448986', 'grant.2552552', 'grant.3933784', 'grant.2421824', 'grant.2454883', 'grant.2432435', 'grant.4177127', 'grant.2563437', 'grant.2440314', 'grant.2551845', 'grant.2692557', 'grant.2563536', 'grant.2705271']",10.1007/s13365-016-0474-z,2017,Evaluating the accuracy of self-report for the diagnosis of HIV-associated neurocognitive disorder (HAND): defining “symptomatic” versus “asymptomatic” HAND
"['grant.4106632', 'grant.', 'grant.4578878', 'grant.6581980']",10.1371/journal.pone.0169805,2017,"Novel Analysis of Immune Cells from Nasal Microbiopsy Demonstrates Reliable, Reproducible Data for Immune Populations, and Superior Cytokine Detection Compared to Nasal Wash"
"['grant.2440539', 'grant.2705345', 'grant.3623863', 'grant.2435230', 'grant.6580190', 'grant.6584352']",10.1126/scitranslmed.aal2144,2017,Coexistence of potent HIV-1 broadly neutralizing antibodies and antibody-sensitive viruses in a viremic controller
"['grant.3759147', 'grant.3749525']",10.1371/journal.pcbi.1005255,2017,The Power of Malaria Vaccine Trials Using Controlled Human Malaria Infection
