,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,times_cited,title,year
223,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9271996-B2,"['Antonin de Fougerolles', 'Kristy M. Wood', 'Pedro Valencia']",2016-03-01,,Formulation and delivery of PLGA microspheres,2013
224,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC', 'MODERNATX INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9782462-B2,"['Stephane Bancel', 'Tirtha Chakraborty', 'Antonin de Fougerolles', 'Sayda M. Elbashir', 'Matthias John', 'Atanu Roy', 'Susan Whoriskey', 'Kristy M. Wood', 'Paul Hatala', 'Jason P. Schrum', 'Kenechi Ejebe', 'Jeff Lynn Ellsworth', 'Justin Guild']",2017-10-10,,Modified polynucleotides for the production of proteins associated with human disease,2016
225,"['Modernatx Inc', 'MODERNATX INC']",,Grant,2017.0,US-9828416-B2,"['Stephane Bancel', 'Tirtha Chakraborty', 'Antonin de Fougerolles', 'Sayda M. Elbashir', 'Matthias John', 'Atanu Roy', 'Susan Whoriskey', 'Kristy M. Wood', 'Paul Hatala', 'Jason P. Schrum', 'Kenechi Ejebe', 'Jeff Lynn Ellsworth', 'Justin Guild']",2017-11-28,,Modified polynucleotides for the production of secreted proteins,2015
226,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9095552-B2,"['Tirtha Chakraborty', 'Antonin de Fougerolles']",2015-08-04,27.0,Modified polynucleotides encoding copper metabolism (MURR1) domain containing 1,2013
227,['ROUSSY INST GUSTAVE'],"[{'id': 'grid.14925.3b', 'name': 'Institut Gustave Roussy', 'country_name': 'France'}]",Application,,WO-2016170022-A1,"['PIROZHKOVA, Iryna', 'OGRYZKO, VASILY']",2016-10-27,,"THERAPEUTIC METHODS, PRODUCTS AND COMPOSITIONS INHIBITING ZNF555",2016
228,"['Modernatx Inc', 'MODERNATX INC']",,Grant,2017.0,US-9701965-B2,"['Jason P. Schrum', 'Gregory J. Sieczkiewicz', 'Kenechi Ejebe', 'Sayda M. Elbashir']",2017-07-11,,Engineered nucleic acids and methods of use thereof,2014
229,"['Icahn School of Medicine at Mount Sinai', 'ICAHN SCHOOL MED MOUNT SINAI']","[{'id': 'grid.59734.3c', 'acronym': 'MSSM', 'name': 'Icahn School of Medicine at Mount Sinai', 'country_name': 'United States'}]",Grant,2018.0,US-9968670-B2,"['Adolfo Garcia-Sastre', 'Peter Palese', 'Florian Krammer']",2018-05-15,,Influenza virus vaccines and uses thereof,2013
230,"['Modernatx Inc', 'MODERNATX INC']",,Grant,2018.0,US-9878056-B2,"['Stephane Bancel', 'Eric Yi-Chun Huang']",2018-01-30,,Modified polynucleotides for the production of cosmetic proteins and peptides,2013
231,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9050297-B2,"['Tirtha Chakraborty', 'Antonin de Fougerolles', 'Ron Weiss']",2015-06-09,5.0,Modified polynucleotides encoding aryl hydrocarbon receptor nuclear translocator,2013
232,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9255129-B2,"['Tirtha Chakraborty', 'Antonin de Fougerolles']",2016-02-09,2.0,Modified polynucleotides encoding SIAH E3 ubiquitin protein ligase 1,2013
233,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9149506-B2,"['Tirtha Chakraborty', 'Antonin de Fougerolles']",2015-10-06,4.0,Modified polynucleotides encoding septin-4,2013
234,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9675668-B2,"['Stephane Bancel', 'Tirtha Chakraborty', 'Antonin de Fougerolles', 'Susan Whoriskey', 'Ron Weiss']",2017-06-13,13.0,Modified polynucleotides encoding hepatitis A virus cellular receptor 2,2013
235,"['modeRNA Therapeutics Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9254311-B2,"['Stephane Bancel', 'Tirtha Chakraborty', 'Antonin de Fougerolles', 'Sayda M. Elbashir', 'Matthias John', 'Atanu Roy', 'Susan Whoriskey', 'Kristy M. Wood', 'Paul Hatala', 'Jason P. Schrum', 'Kenechi Ejebe', 'Jeff Lynn Ellsworth', 'Justin Guild']",2016-02-09,26.0,Modified polynucleotides for the production of proteins,2013
236,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-8980864-B2,"['Stephen G. Hoge', 'Antonin de Fougerolles', 'Jeff Lynn Ellsworth']",2015-03-17,30.0,Compositions and methods of altering cholesterol levels,2013
237,"['ITERATIVE THERAPEUTICS Inc', 'ITERATIVE THERAPEUTICS INC']",,Grant,2015.0,US-9127063-B2,"['Barry G. W. Arnason', 'Mark A. Jensen', 'David M. White']",2015-09-08,,Nucleic acids related to fusion proteins,2013
238,"['Modernatx Inc', 'MODERNA THERAPEUTICS INC']","[{'id': 'grid.479574.c', 'name': 'Moderna Therapeutics (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9283287-B2,"['Tirtha Chakraborty', 'Antonin de Fougerolles', 'Ron Weiss']",2016-03-15,,Modified polynucleotides for the production of nuclear proteins,2015
239,"['Icahn School of Medicine at Mount Sinai', 'ICAHN SCHOOL MED MOUNT SINAI']","[{'id': 'grid.59734.3c', 'acronym': 'MSSM', 'name': 'Icahn School of Medicine at Mount Sinai', 'country_name': 'United States'}]",Grant,2018.0,US-9908930-B2,"['Peter Palese', 'Adolfo Garcia-Sastre', 'Gene Tan']",2018-03-06,,Antibodies against influenza virus hemagglutinin and uses thereof,2014
240,"['Firmenich SA', 'FIRMENICH & CIE']","[{'id': 'grid.480130.e', 'name': 'Firmenich (Switzerland)', 'country_name': 'Switzerland'}]",Application,,US-20170088793-A1,"['Christian Starkenmann', 'Myriam Troccaz', 'Fabienne MAYENZET']",2017-03-30,,COMPOUNDS FOR A CONTROLLED RELEASE OF ACTIVE MOLECULES,2016
241,['ALCATEL LUCENT'],"[{'id': 'grid.1441.0', 'name': 'Alcatel-Lucent (France)', 'country_name': 'France'}]",Application,,WO-2015136362-A1,"['Vanderhulst, Geert', 'VAN DEN BROECK, MARC', 'Feki, Mohamed Ali', 'Kawsar, Fahim']",2015-09-17,,ACCESS CONTROL OF GEO-FENCED SERVICES USING CO-LOCATED WITNESSES,2015
242,"['MASSACHUSETTS INST TECHNOLOGY', 'VIRGINIA TECH INTELLECTUAL PROPERTIES INC']","[{'id': 'grid.438526.e', 'name': 'Virginia Tech', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",Application,,WO-2016201264-A1,"['WEAVER, James, C', 'SON, Reuben, S.', 'GOWRISHANKAR, THIRUVALLUR, R.', 'SWEENEY, DANIEL, C.', 'DAVALOS, RAFAEL, V.']",2016-12-15,,METHODS FOR INDUCING ELECTROPORATION AND TISSUE ABLATION,2016
243,"['George Washington University', 'CHAWLA LAKHMIR', 'THE GEORGE WASHINGTON UNIV A CONGRESSIONALLY CHARTERED NOT-FOR-PROFIT CORP']","[{'id': 'grid.253615.6', 'acronym': 'GWU', 'name': 'George Washington University', 'country_name': 'United States'}]",Grant,2017.0,US-9572856-B2,['Lakhmir Chawla'],2017-02-21,3.0,Method of treating low blood pressure,2009
244,"['La Jolla Pharma LLC', 'LA JOLLA PHARMACEUTICAL COMPANY']","[{'id': 'grid.419053.a', 'acronym': 'LJPC', 'name': 'La Jolla Pharmaceutical (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9457059-B2,['George Tidmarsh'],2016-10-04,3.0,Compositions and methods for treating renal failure,2014
245,"['George Washington University', 'THE GEORGE WASHINGTON UNIV A CONGRESSIONALLY CHARTERED NOT FOR PROFIT CORPORATION']","[{'id': 'grid.253615.6', 'acronym': 'GWU', 'name': 'George Washington University', 'country_name': 'United States'}]",Grant,2018.0,US-10028995-B2,['Lakhmir Chawla'],2018-07-24,2.0,Angiotensin II alone or in combination for the treatment of hypotension,2015
246,"['George Washington University', 'THE GEORGE WASHINGTON UNIV A CONGRESSIONALLY CHARTERED NOT-FOR-PROFIT CORPORATION']","[{'id': 'grid.253615.6', 'acronym': 'GWU', 'name': 'George Washington University', 'country_name': 'United States'}]",Grant,2018.0,US-9867863-B2,['Lakhmir Chawla'],2018-01-16,2.0,Method of treating low blood pressure,2016
247,"['Universite de Nantes', 'Institut National de la Sante et de la Recherche Medicale INSERM', 'INSERM INST NAT DE LA SANTÉ ET DE LA RECH MÉDICALE', 'Université de Nantes']","[{'id': 'grid.4817.a', 'name': 'University of Nantes', 'country_name': 'France'}, {'id': 'grid.7429.8', 'acronym': 'INSERM', 'name': 'French Institute of Health and Medical Research', 'country_name': 'France'}]",Application,,EP-3059307-A1,"['NGUYEN, Tuan Huy', 'Fourrier, Angélique']",2016-08-24,1.0,Use of a laminin for differentiating pluripotent cells into hepatocyte lineage cells,2015
248,"['George Washington University', 'GEORGE WASHINGTON UNIVERSITY A CONGRESSIONALLY CHARTERED NOT FOR PROFIT CORP', 'GEORGE WASHINGTON UNIVERSITY A CONGRESSIONALLY NOT FOR PROFIT CORP']","[{'id': 'grid.253615.6', 'acronym': 'GWU', 'name': 'George Washington University', 'country_name': 'United States'}]",Grant,2015.0,US-9220745-B2,['Lakhmir Chawla'],2015-12-29,6.0,Angiotensin II alone or in combination for the treatment of hypotension,2014
249,['UNIV COLLEGE DUBLIN NAT UNIV OF IRELAND DUBLIN'],"[{'id': 'grid.7886.1', 'acronym': 'UCD', 'name': 'University College Dublin', 'country_name': 'Ireland'}]",Application,,WO-2017129618-A1,"['ENGLISH, Niall J.']",2017-08-03,,A METHOD OF GENERATING HYDROGEN FROM WATER SPLITTING AND A PHOTOELECTROCHEMICAL CELL FOR PERFORMING WATER SPLITTING,2017
250,"['Mirexus Biotechnologies Inc', 'MIREXUS BIOTECHNOLOGIES INC']",,Grant,2017.0,US-9737608-B2,"['Anton KORENEVSKI', 'Erzsebet PAPP-SZABO', 'John Robert Dutcher', 'Oleg STUKALOV']",2017-08-22,,Phytoglycogen nanoparticles and methods of manufacture thereof,2014
251,"[""Societa'italiana Acetilene & Derivati Siad SpA In Breve Siad SpA"", ""Societa'italiana Acetilene & Derivati S I A D SpA In Breve S I A D SpA"", ""SOCIETA'ITALIANA ACETILENE & DERIVATI S I A D S P A IN BREVE S I A D S P A""]",,Application,,EP-3281632-A1,"['BISSOLOTTI, GIORGIO', 'RISTAGNO, GIUSEPPE', 'LATINI, ROBERTO', 'WIK, LARS']",2018-02-14,,ARGON FOR USE IN THE PREVENTION OF BOTH CARDIAC AND CEREBRAL INJURY INDUCED BY ISCHEMIA/REPERFUSION FOLLOWING CARDIAC ARREST,2016
252,"['Commissariat a l Energie Atomique et aux Energies Alternatives', 'COMMISSARIAT ENERGIE ATOMIQUE']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,FR-3044450-A1,['CHAOUCH MOHAMED'],2017-06-02,,Method of characterization of a 3d scene by calculation of orientation,2015
253,['COMMISSARIAT ENERGIE ATOMIQUE'],"[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,WO-2017093057-A1,"['CHAOUCH, Mohamed']",2017-06-08,,METHOD FOR CHARACTERISING A SCENE BY CALCULATING THE 3D ORIENTATION,2016
254,"['Universita degli Studi di Roma La Sapienza', 'Miami-Diabetes Research Institute, University of', 'University of North Carolina at Chapel Hill', 'UNIV NORTH CAROLINA CHAPEL HILL', 'UNIV OF MIAMI-DIABETES RES INST', 'SAPIENZA UNIVERSITÀ DI ROMA']","[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}, {'id': 'grid.10698.36', 'acronym': 'UNC', 'name': 'University of North Carolina at Chapel Hill', 'country_name': 'United States'}, {'id': 'grid.26790.3a', 'acronym': 'UM', 'name': 'University of Miami', 'country_name': 'United States'}]",Grant,2017.0,US-9750770-B2,"['Lola M. Reid', 'Yunfang Wang', 'David A. GERBER', 'Giacomo LANZONI', 'Luca Inverardi', 'Juan Dominguez-Bendala', 'Domenico Alvaro', 'Vincenzo Cardinale', 'Eugenio Gaudio', 'Guido Carpino']",2017-09-05,,Method of treating pancreatic and liver conditions by endoscopic-mediated (or laparoscopic-mediated) transplantation of stem cells into/onto bile duct walls of particular regions of the biliary tree,2015
255,"['Duke University', 'UNIV DUKE']","[{'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}]",Grant,2017.0,US-9738879-B2,"['Charles Gersbach', 'David Ousterout']",2017-08-22,,Genetic correction of mutated genes,2013
256,"['MATRICARDI PIETRO', 'DI MEO CHIARA']",,Application,,WO-2015071873-A1,"['Matricardi, Pietro', 'DI MEO, CHIARA', 'VILLANI, CLAUDIO']",2015-05-21,1.0,NOVEL POLYMER PLATFORM TO PREPARE NANOHYDROGEL,2014
257,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695167-B2,"['Liangxing Wu', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang']",2017-07-04,10.0,"Substituted triazolo[1,5-a]pyridines and triazolo[1,5-a]pyrazines as LSD1 inhibitors",2015
258,"['DIABETES RESEARCH INSTITUTE', 'Universita degli Studi di Roma La Sapienza', 'Miami Diabetes Research Institute, University of', 'University of North Carolina at Chapel Hill', 'University of Miami', 'UNIV NORTH CAROLINA CHAPEL HILL', 'DIABETES RES INST', 'SAPIENZA UNIVERSITÀ DI ROMA', 'UNIV OF MIAMI—DIABETES RES INST']","[{'id': 'grid.418456.a', 'name': 'University of Miami Health System', 'country_name': 'United States'}, {'id': 'grid.10698.36', 'acronym': 'UNC', 'name': 'University of North Carolina at Chapel Hill', 'country_name': 'United States'}, {'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}, {'id': 'grid.4567.0', 'name': 'Helmholtz Zentrum München', 'country_name': 'Germany'}, {'id': 'grid.26790.3a', 'acronym': 'UM', 'name': 'University of Miami', 'country_name': 'United States'}, {'id': 'grid.280838.9', 'acronym': 'PNDRI', 'name': 'Pacific Northwest Diabetes Research Institute', 'country_name': 'United States'}]",Grant,2017.0,US-9533013-B2,"['Lola M. Reid', 'Yunfang Wang', 'David A. GERBER', 'Giacomo LANZONI', 'Luca Inverardi', 'Juan Dominguez-Bendala', 'Domenico Alvaro', 'Vincenzo Cardinale', 'Eugenio Gaudio', 'Guido Carpino']",2017-01-03,,Method of treating pancreatic and liver conditions by endoscopic-mediated (or laparoscopic-mediated) transplantation of stem cells into/onto bile duct walls of particular regions of the biliary tree,2014
259,"['Sangamo Therapeutics Inc', 'SANGAMO BIOSCIENCES INC', 'SANGAMO THERAPEUTICS INC']","[{'id': 'grid.421831.d', 'name': 'Sangamo BioSciences (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9957526-B2,"['Michael C. Holmes', 'Jianbin Wang']",2018-05-01,,Delivery methods and compositions for nuclease-mediated genome engineering,2014
260,['UNIV JOHANNESBURG WITWATERSRAND'],"[{'id': 'grid.412988.e', 'acronym': 'UJ', 'name': 'University of Johannesburg', 'country_name': 'South Africa'}]",Application,,WO-2017037685-A1,"['PILLAY, VINESS', 'DU TOIT, LISA CLAIRE', 'CHOONARA, YAHYA ESSOP', 'RAMBURRUN, Poornima', 'KUMAR, PRADEEP']",2017-03-09,,BIODEGRADABLE IMPLANT,2016
261,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9994546-B2,"['Liangxing Wu', 'Wenqing Yao']",2018-06-12,5.0,Cyclopropylamines as LSD1 inhibitors,2016
262,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10047086-B2,"['Liangxing Wu', 'Leah C. Konkol', 'Neil Lajkiewicz', 'Liang Lu', 'Meizhong Xu', 'Wenqing Yao', 'Zhiyong Yu', 'Colin Zhang', 'Chunhong He']",2018-08-14,,Imidazopyridines and imidazopyrazines as LSD1 inhibitors,2017
263,"['Pietro Matricardi', 'Chiara Di Meo', 'MATRICARDI PIETRO', 'DI MEO CHIARA']",,Grant,2018.0,US-10059811-B2,"['Pietro Matricardi', 'Chiara Di Meo', 'Claudio Villani']",2018-08-28,,Polymer platform to prepare nanohydrogel,2014
264,"['Duke University', 'UNIV DUKE']","[{'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}]",Grant,2017.0,US-9828582-B2,"['Pablo Perez-Pinera', 'Charles Gersbach']",2017-11-28,,Compositions and methods for the induction and tuning of gene expression,2014
265,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9758523-B2,"['Liangxing Wu', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang']",2017-09-12,7.0,Triazolopyridines and triazolopyrazines as LSD1 inhibitors,2015
266,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9944647-B2,"['Chunhong He', 'Zhenwu Li', 'Liangxing Wu', 'Wenqing Yao', 'Fenglei Zhang']",2018-04-17,7.0,Heterocyclic compounds as LSD1 inhibitors,2016
267,"['Fraunhofer Gesellschaft zur Forderung der Angewandten Forschung eV', 'FRICKE STEPHAN', 'EMMRICH FRANK', 'HILGER NADJA', 'FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG E V']","[{'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}]",Grant,2017.0,US-9745552-B2,"['Stephan Fricke', 'Frank Emmrich', 'Nadja Hilger']",2017-08-29,,Anti CD4 antibodies to prevent in particular graft-versus-host-disease (GvHD),2011
268,"['Ludwig Maximilians Universitaet Muenchen (LMU UNiversitaet)', 'LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN']","[{'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}]",Application,,EP-3112375-A1,"['PRINZ, Jörg Christoph', 'DORNMAIR, KLAUS']",2017-01-04,,"ANTIGENIC PEPTIDES FOR THE DIAGNOSIS, THERAPY MONITORING AND/OR TREATMENT OF PSORIASIS VULGARIS",2015
269,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9527835-B2,"['Liangxing Wu', 'Chunhong He', 'Ding-Quan Qian', 'Bo Shen', 'Wenqing Yao']",2016-12-27,11.0,Cyclopropylamines as LSD1 inhibitors,2015
270,"['Sangamo Therapeutics Inc', 'SANGAMO THERAPEUTICS INC']",,Grant,2017.0,US-9833479-B2,"['Anthony Conway', 'Gregory J. Cost', 'Michael C. Holmes', 'Fyodor Urnov']",2017-12-05,,Gene correction of SCID-related genes in hematopoietic stem and progenitor cells,2017
271,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695180-B2,"['Liangxing Wu', 'Joel R. Courter', 'Chunhong He', 'Jingwei Li', 'Liang Lu', 'Yaping Sun', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang', 'Jincong Zhuo']",2017-07-04,10.0,"Substituted imidazo[1,2-a]pyrazines as LSD1 inhibitors",2015
272,['LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN'],"[{'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}]",Application,,WO-2017005615-A3,"['PRINZ, Jörg Christoph', 'DORNMAIR, KLAUS']",2017-07-13,,"ANTIGENIC PEPTIDES FOR THE DIAGNOSIS, THERAPY MONITORING AND/OR TREATMENT OF PSORIASIS VULGARIS",2016
273,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695168-B2,"['Liangxing Wu', 'Leah C. Konkol', 'Neil Lajkiewicz', 'Liang Lu', 'Meizhong Xu', 'Wenqing Yao', 'Zhiyong Yu', 'Colin Zhang', 'Chunhong He']",2017-07-04,10.0,"Substituted imidazo[1,5-α]pyridines and imidazo[1,5-α]pyrazines as LSD1 inhibitors",2015
274,"['Sangamo Therapeutics Inc', 'SANGAMO BIOSCIENCES INC']","[{'id': 'grid.421831.d', 'name': 'Sangamo BioSciences (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9616090-B2,"['Anthony Conway', 'Gregory J. Cost', 'Michael C. Holmes', 'Fyodor Urnov']",2017-04-11,6.0,Gene correction of SCID-related genes in hematopoietic stem and progenitor cells,2015
275,"['St Jude Medical Cardiology Division Inc', 'ST JUDE MEDICAL CARDIOLOGY DIV']","[{'id': 'grid.453884.6', 'name': 'St. Jude Medical (United States)', 'country_name': 'United States'}, {'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9179997-B2,"['Eunhee Cho', 'Valentine Kozov', 'Sukanya Varadharajan', 'Steven N. Willard']",2015-11-10,,Thermochromic polyvinyl alcohol based hydrogel artery,2013
