Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.2687357,U01AI036467,ANTIGENIZED ANTIBODY AND GENE IN MALARIA VACCINE,0,1994-09-15,1994.0,1997-08-31,1997,"University of California, San Diego",grid.266100.3,United States,National Institute of Allergy and Infectious Diseases,United States,7,5,0
grant.2687347,U01AI035365,LIVE ATTENUATED MULTIPLY DELETED HIV1 VACCINE FOR AIDS,0,1994-02-15,1994.0,1998-03-31,1998,Harvard University,grid.38142.3c,United States,National Institute of Allergy and Infectious Diseases,United States,17,0,0
grant.2687156,U01AI026507,COMBINED VACCINE STRATEGIES FOR THE PREVENTION OF AIDS,0,1989-03-01,1989.0,1998-07-30,1998,,,,National Institute of Allergy and Infectious Diseases,United States,12,0,0
grant.2687154,U01AI026503,NOVEL IMDEF VIRUS VACCINES IN NHP MODELS,0,1988-03-01,1988.0,1998-05-14,1998,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2666046,R56AI063396,Development of multi-antigen subunit SARS vaccines,284375,2006-08-01,2006.0,2008-07-31,2008,University of Massachusetts Medical School,grid.168645.8,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2664366,R55AI040302,STRUCTURAL AND CONFORMATIONAL ASPECTS IN PEPTIDE VACCINE,0,1996-09-30,1996.0,1997-03-31,1997,The Ohio State University,grid.261331.4,United States,National Institute of Allergy and Infectious Diseases,United States,4,0,0
grant.2664365,R55AI039427,RECOMBINANT L MONOCYTOGENES AS AN SIV VACCINE,0,1996-09-30,1996.0,1996-11-30,1996,University of California Los Angeles,grid.19006.3e,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2657660,R44AI033301,CELL CULTURE PRODUCTION OF T GONDII T 263 VACCINE,0,1992-09-03,1992.0,1997-03-31,1997,Heska (United States),grid.418541.d,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2657656,R44AI032847,VACCINE TO TREAT HEPATITIS B VIRUS INFECTION,0,1992-04-01,1992.0,1997-04-30,1997,Cytel (United States),grid.417720.7,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2657579,R44AI026028,ATTENUATION OF THE NYCBH VACCINE STRAIN OF VACCINIA,0,1988-04-01,1988.0,1993-07-31,1993,,,,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2647175,R43DK050890,ADHESIN BASED VACCINE TO PREVENT URINARY TRACT INFECTION,0,1996-05-01,1996.0,1996-10-31,1996,AstraZeneca (United States),grid.418152.b,United States,National Institute of Diabetes and Digestive and Kidney Diseases,United States,0,0,0
grant.2643697,R43CA074665,DEVELOPMENT OF TUMOR VACCINES USING GPI LINKED MOLECULES,0,1997-09-30,1997.0,1999-06-30,1999,,,,National Cancer Institute,United States,0,0,0
grant.2643565,R43CA069885,THERAPEUTIC TUMOR VACCINE AGAINST HER 2/NEU,0,1996-05-06,1996.0,1996-10-31,1996,Corixa Corporation,grid.284594.6,United States,National Cancer Institute,United States,0,0,0
grant.2641009,R43AI054075,Allergy Protection by Active IgE B Cell Vaccines,552946,2003-01-01,2003.0,2004-12-31,2004,IGE Therapeutics (United States),grid.435522.7,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2640640,R43AI046212,EPITOPE-DRIVEN HIV VACCINE TARGETING DENDRITIC CELLS,0,1999-09-30,1999.0,2000-03-31,2000,EpiVax (United States),grid.421087.8,United States,National Institute of Allergy and Infectious Diseases,United States,8,0,0
grant.2640550,R43AI044532,ORAL DELIVERY OF ENCAPSULATED MULTIMERIC AIDS VACCINES,0,1999-09-30,1999.0,2001-09-29,2001,TSRL (United States),grid.281449.2,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640356,R43AI040397,DEVELOPMENT OF A VACCINE FOR CLOSTRIDIUM DIFFICILE,0,1996-09-30,1996.0,1997-03-31,1997,Sanofi (United States),grid.417555.7,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640346,R43AI039906,UBIQUITIN FUSION FOR PEPTIDE IMMUNE DISPLAY AND VACCINES,0,1996-06-01,1996.0,1996-11-30,1996,,,,National Institute of Allergy and Infectious Diseases,United States,0,3,0
grant.2640336,R43AI039865,LYME VACCINE BASED ON BORRELIA DECORIN ADHESIN,0,1996-04-15,1996.0,1996-10-14,1996,AstraZeneca (United States),grid.418152.b,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2640319,R43AI039334,PEPTIDE ANTIIGE VACCINE FOR IMMUNOTHERAPY OF ALLERGY,0,1996-09-30,1996.0,1997-10-15,1997,United Biomedical (United States),grid.421974.d,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2640315,R43AI039318,LYME VACCINE BASED ON BORRELIA TRANSFERIN RECEPTORS,0,1996-06-01,1996.0,1996-11-30,1996,AstraZeneca (United States),grid.418152.b,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640305,R43AI039276,ORAL HIV-1 VACCINE TECHNOLOGIES USING OPTIVAX COPOLYMER,0,1996-08-01,1996.0,1997-07-31,1997,Vaxcel (United States),grid.438928.c,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640255,R43AI038081,PEPTIDE BASED VACCINE FOR PRIMATE MODEL OF AIDS,0,1996-08-01,1996.0,1997-01-31,1997,Cytel (United States),grid.417720.7,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2640187,R43AI036003,"ORAL, LIVE, ATTENUATED VIBRIO VECTORED SSONNEI VACCINE",0,1996-09-30,1996.0,1997-03-31,1997,Celldex Therapeutics (United States),grid.417695.8,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2639832,R43AI026028,ATTENUATION OF THE NYCBH VACCINE STRAIN OF VACCINIA,0,1988-04-01,1988.0,1988-09-30,1988,Nuclea Biotechnologies (United States),grid.432723.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2624939,R29AI027332,CS PROTEIN T-EPITOPE POLYMORPHISM--MALARIA VACCINE,0,1988-12-01,1988.0,1989-06-15,1989,Biomedical Research Institute,grid.418352.9,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2608583,R21DK057206,A TARGETED PLANT-BASED VACCINE FOR TYPE I DIABETES,163941,1999-09-30,1999.0,2002-08-31,2002,Loma Linda University,grid.43582.38,United States,National Institute of Diabetes and Digestive and Kidney Diseases,United States,3,1,0
grant.2608571,R21DK057113,APC-TARGETING VACCINE FOR PREVENTION OF TYPE I DIABETES,164000,1999-09-30,1999.0,2002-02-28,2002,Loma Linda University,grid.43582.38,United States,National Institute of Diabetes and Digestive and Kidney Diseases,United States,0,0,0
grant.2597656,R21AI046329,DEVELOPMENT/EVALUATION OF HYBRID NOVEL MUCOSAL VACCINES,150000,1999-09-30,1999.0,2002-02-28,2002,University of Queensland,grid.1003.2,Australia,National Institute of Allergy and Infectious Diseases,United States,2,0,0
grant.2597626,R21AI046184,NEW STRATEGIES FOR BACTERIAL DELIVERY OF DNA VACCINES,237750,1999-09-30,1999.0,2002-09-29,2002,University of Pennsylvania,grid.25879.31,United States,National Institute of Allergy and Infectious Diseases,United States,8,0,0
grant.2597599,R21AI045396,HIV VACCINE STRATEGIES BASED ON A GOAT LENTIVIRUS--CAEV,368846,1999-05-01,1999.0,2005-08-31,2005,University of Southern California,grid.42505.36,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2597536,R21AI044369,DEVELOPMENT OF ENHANCED HIV 1 PSEUDOVIRION VACCINES,181850,1999-06-01,1999.0,2002-05-31,2002,Vanderbilt University,grid.152326.1,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2597279,R21AI040261,DEVELOPMENT OF AN ORAL MULTIVALENT SHIGELLA/ETEC VACCINE,0,1996-09-15,1996.0,1997-09-14,1997,"University of Maryland, Baltimore",grid.411024.2,United States,National Institute of Allergy and Infectious Diseases,United States,2,1,0
grant.2597266,R21AI040090,DEVELOPMENT OF A GENETIC VACCINE FOR M TUBERCULOSIS,0,1996-09-01,1996.0,1998-08-31,1998,The University of Texas Southwestern Medical Center,grid.267313.2,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2597222,R21AI038979,DETOXIFIED BACTERIAL TOXINS AS CTL VACCINE MOLECULES,0,1997-09-30,1997.0,1999-09-29,1999,"University of Maryland, Baltimore",grid.411024.2,United States,National Institute of Allergy and Infectious Diseases,United States,4,0,0
grant.2590181,R15AI037777,MUCOSAL VACCINES--HEAT LABILE TOXIN/ANTIGEN FUSIONS,0,1995-06-01,1995.0,1997-05-31,1997,University of Montana,grid.253613.0,United States,National Institute of Allergy and Infectious Diseases,United States,1,3,0
grant.2583049,R13CA067131,INTERNATIONAL CONFERENCE ON VACCINES FOR CANCER AND AIDS,0,1995-03-15,1995.0,1996-02-28,1996,Saint Francis Memorial Hospital,grid.416496.8,United States,National Cancer Institute,United States,0,0,0
grant.2579292,R03OH003255,HEPATITIS B VACCINE ACCEPTANCE BY NURSING HOME WORKERS,0,1995-07-01,1995.0,1997-06-30,1997,Johns Hopkins University,grid.21107.35,United States,Centers for Disease Control and Prevention,United States,0,0,0
grant.2567035,R03AI058222,DNA/MVA HIV Vaccine for India,100000,2003-08-15,2003.0,2005-07-31,2005,GeoVax (United States),grid.434905.f,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2566836,R03AI045084,MUCOSAL IMMUNITY TO VIRULENT AND VACCINE-STRAIN CMV,142814,1999-09-30,1999.0,2003-08-31,2003,Eastern Virginia Medical School,grid.255414.3,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2566752,R03AI033668,EVALUATION OF ARI ORGANISMS FOR VACCINE DEVELOPMENT,0,1992-07-01,1992.0,1995-06-30,1995,Johns Hopkins University,grid.21107.35,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2564456,R01RR008552,DEVELOPMENT OF SUBUNIT VACCINE FOR M PULMONIS IN MICE,0,1993-08-01,1993.0,1997-07-31,1997,The University of Texas Southwestern Medical Center,grid.267313.2,United States,National Center for Advancing Translational Sciences,United States,2,0,0
grant.2508306,R01FD002545,DC TUMOR CONJUGATE VACCINE FOR IMMUNOTHERAPY,0,2005-09-30,2005.0,2007-09-29,2007,University of Pittsburgh,grid.21925.3d,United States,United States Food and Drug Administration,United States,0,0,0
grant.2454434,R01AI044592,EVALUATION STUDIES--DNA VACCINE EXPRESSING SIVSM VLP,1010353,1999-05-01,1999.0,2003-04-30,2003,"University of Puerto Rico, Medical Sciences Campus",grid.267034.4,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2453161,R01AI037166,DNA VACCINES-RESPONSES TO VECTORS WITH RABIES ANTIGENS,1273968,1994-09-30,1994.0,2006-05-31,2006,The Wistar Institute,grid.251075.4,United States,National Institute of Allergy and Infectious Diseases,United States,2,1,0
grant.2452894,R01AI035196,DEVELOPMENT OF A POX-VECTORED MEASLES VACCINE,0,1993-09-30,1993.0,1998-06-30,1998,Sanofi (United States),grid.417555.7,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2452879,R01AI035137,MEASLES &MEASLES VACCINES--MECHANISMS OF IMMUNE INJURY,0,1993-09-30,1993.0,1997-06-30,1997,Montreal General Hospital,grid.416099.3,Canada,National Institute of Allergy and Infectious Diseases,United States,4,0,0
grant.2452193,R01AI031224,GENE EXPRESSION FOR S MANSONI VACCINE ANTIGEN,0,1991-05-01,1991.0,1997-04-30,1997,Brown University,grid.40263.33,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.2450320,R01AI021024,PREVENTION OF NEONATAL BACTEREMIA WITH PILUS VACCINE,0,1984-09-01,1984.0,1987-08-31,1987,Boston Children's Hospital,grid.2515.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2435123,P01AI056356,HSV-1 Amplicon Vectors for HIV Vaccine Delivery,11606890,2003-07-15,2003.0,2009-12-31,2009,University of Rochester,grid.16416.34,United States,National Institute of Allergy and Infectious Diseases,United States,11,1,0
grant.2435096,P01AI052816,"HIV, TB, and Malaria Vaccine Development for Africa",14490691,2003-08-01,2003.0,2009-07-31,2009,Duke University,grid.26009.3d,United States,National Institute of Allergy and Infectious Diseases,United States,22,6,0
grant.2434876,P01AI024009,HSV VACCINE DESIGN--ABLATION OF VIRULENCE AND LATENCY,0,1987-07-01,1987.0,1997-05-31,1997,University of Chicago,grid.170205.1,United States,National Institute of Allergy and Infectious Diseases,United States,28,7,0
grant.2433623,N43AI052598,DNA TECHNIQUES FOR PRODUCTION OF A VACCINE TO AIDS,0,1985-08-01,1985.0,1986-01-01,1986,SeraCare Life Sciences (United States),grid.422121.6,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2430978,N01HD953226,EVALUATE SAFETY OF VACCINES TO PREVENT SHIGELLOSIS-275953226,0,2004-01-01,2004.0,2004-12-31,2004,Sheba Medical Center,grid.413795.d,Israel,National Institute of Child Health and Human Development,United States,0,0,0
grant.2430831,N01HD073269,CONJUGATE VACCINES DESIGNED TO PREVENT TYPHOID FEVER-275973269,217249,1997-09-30,1997.0,2000-03-31,2000,Institut Pasteur in Ho Chi Minh City,grid.452689.4,Vietnam,National Institute of Child Health and Human Development,United States,0,0,0
grant.2430826,N01HD073264,KILLED ORAL CHOLERA VACCINE EFFECTIVENESS TRIAL--VIETNAM-275973264,0,1996-12-01,1996.0,2001-11-30,2001,World Health Organization,grid.3575.4,Switzerland,National Institute of Child Health and Human Development,United States,1,0,0
grant.2430821,N01HD072923,TEST OF ACELLULAR PERTUSSIS VACCINE IN INFANTS,0,1987-09-30,1987.0,1988-01-01,1988,,,,National Institute of Child Health and Human Development,United States,0,0,0
grant.2430718,N01HD053225,EVALUATION OF TYPHOID FEVER VI CONJUGATE VACCINE,0,1995-06-02,1995.0,1997-01-01,1997,Institut Pasteur in Ho Chi Minh City,grid.452689.4,Vietnam,National Institute of Child Health and Human Development,United States,1,0,0
grant.2430614,N01HD033187,U.S. CLINICAL TRIAL OF ACELLULAR PERTUSSIS VACCINE,0,1993-06-01,1993.0,1995-09-30,1995,Carolinas Medical Center,grid.239494.1,United States,National Institute of Child Health and Human Development,United States,0,0,0
grant.2430613,N01HD033186,U.S. CLINICAL TRIAL OF ACELLULAR PERTUSSIS VACCINE,0,1993-06-01,1993.0,1995-09-30,1995,San Antonio Metropolitan Health District,grid.421798.1,United States,National Institute of Child Health and Human Development,United States,2,0,0
grant.2430542,N01HD023151,PRODUCTION OF NICHD DPT VACCINE FOR U.S. CLINICAL TRIALS,0,1992-03-01,1992.0,1993-11-30,1993,,,,National Institute of Child Health and Human Development,United States,0,0,0
grant.2425744,N01AO035154,OPERATION OF &EXPERIMENTAL VIRUS VACCINE PRODUCTION LAB,0,1992-11-30,1992.0,1997-11-30,1997,,,,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2424990,N01AI095041,ADVERSE CONSEQUENCES OF PERTUSSIS AND RUBELLA VACCINES,0,1989-09-27,1989.0,1991-12-31,1991,National Academy of Sciences,grid.275752.0,United States,National Institute of Allergy and Infectious Diseases,United States,2,0,0
grant.2424954,N01AI085343,PRIMATE IMMUNOLOGY LABORATORY FOR AIDS VACCINE R&D,411574,1998-08-01,1998.0,2003-07-31,2003,Beth Israel Deaconess Medical Center,grid.239395.7,United States,National Institute of Allergy and Infectious Diseases,United States,44,2,0
grant.2424953,N01AI085342,Evaluation of Vaccines and Therapies in Adults/Elderly-26685342,0,1998-07-01,1998.0,2003-06-30,2003,"University of Maryland, Baltimore",grid.411024.2,United States,National Institute of Allergy and Infectious Diseases,United States,7,0,0
grant.2424952,N01AI085341,LAB SUP. FOR AIDS VACCINE &OTHER PREVENT. CLINICAL TRIA,750000,1998-07-01,1998.0,2005-06-30,2005,SeraCare Life Sciences (United States),grid.422121.6,United States,National Institute of Allergy and Infectious Diseases,United States,5,0,0
grant.2424951,N01AI085340,PHASE II PNEUMOCOCCAL CONJUGATE VACCINE STUDY IN THE GAM,0,1998-09-25,1998.0,2000-03-24,2000,Medical Research Council,grid.14105.31,United Kingdom,National Institute of Allergy and Infectious Diseases,United States,0,0,0
