inventor_names,times_cited,granted_year,year,filing_status,associated_grant_ids,assignees,assignee_names,publication_date,id,title
"['Mary E. Wilson', 'Jason Weirather', 'John E. Donelson', 'Albert Schriefer', 'Edgar Carvalho', 'Selma M. B. Jeronimo']",,2017.0,2012,Grant,"['grant.2457417', 'grant.2458123', 'grant.2440059', 'grant.2454607', 'grant.2455274', 'grant.2456666', 'grant.2440065']","[{'id': 'grid.418356.d', 'acronym': 'VA ', 'name': 'United States Department of Veterans Affairs', 'country_name': 'United States'}]","['US Department of Veterans Affairs', 'WILSON MARY E', 'WEIRATHER JASON', 'DONELSON JOHN E', 'SCHRIEFER ALBERT', 'CARVALHO EDGAR', 'JERONIMO SELMA M B', 'US VETERANS AFFAIRS']",2017-01-24,US-9551040-B2,"Serial quantitative PCR assay for detection, species-discrimination and quantification of Leishmania spp. in human samples"
"['Peter Pushko', 'Irina Tretyakova']",,,2016,Application,"['grant.3840565', 'grant.3804818']","[{'id': 'grid.421237.1', 'name': 'Medigen (United States)', 'country_name': 'United States'}]","['MEDIGEN Inc', 'MEDIGEN INC']",2018-12-27,US-20180369364-A1,RECOMBINANT VIRUS LIKE PARTICLES USING BOVINE IMMUNODEFICIENCY VIRUS GAG PROTEIN
"['Julius S. Youngner', 'Patricia W. Dowling']",55.0,1992.0,1990,Grant,['grant.2449186'],"[{'id': 'grid.21925.3d', 'name': 'University of Pittsburgh', 'country_name': 'United States'}]","['University of Pittsburgh', 'UNIV PITTSBURGH']",1992-09-22,US-5149531-A,METHOD OF USING COLD-ADAPTED LIVE INFLUENZA VIRUS VACCINE AS AN ANTIVIRAL AGENT AGAINST INFLUENZA
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",1.0,,2014,Application,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'GLYCOVAXYN AG']",2015-01-08,US-20150010592-A1,CAPSULAR GRAM-POSITIVE BACTERIA BIOCONJUGATE VACCINES
['Kathy L. Rowlen'],,2019.0,2012,Grant,['grant.2641999'],"[{'id': 'grid.420960.9', 'name': 'InDevR (United States)', 'country_name': 'United States'}]","['INDEVR Inc', 'ROWLEN KATHY L', 'INDEVR INC']",2019-04-16,US-10261081-B2,"Low density microarrays for vaccine related protein quantification, potency determination and efficacy evaluation"
['James A. Williams'],,2015.0,2008,Grant,"['grant.2650663', 'grant.2661275', 'grant.2641424']",,"['Nature Technology Corp', 'WILLIAMS JAMES A', 'NATURE TECHNOLOGY CORP']",2015-08-18,US-9109012-B2,Vectors and method for genetic immunization
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",,,2017,Application,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'GLYCOVAXYN AG']",2017-05-11,US-20170128559-A1,CAPSULAR GRAM-POSITIVE BACTERIA BIOCONJUGATE VACCINES
"['Yasmin Thanavala', 'Arvind Thakur']",,1999.0,1997,Grant,"['grant.2451674', 'grant.2451063']","[{'id': 'grid.83440.3b', 'acronym': 'UCL', 'name': 'University College London', 'country_name': 'United Kingdom'}, {'id': 'grid.4464.2', 'name': 'University of London', 'country_name': 'United Kingdom'}, {'id': 'grid.465226.1', 'acronym': 'HRI', 'name': 'Health Research', 'country_name': 'United States'}]","['London University College', 'Health Research Inc', 'HEALTH RESEARCH INC', 'UNIV LONDON']",1999-01-05,US-5856087-A,Method for detecting immune response to hepatitis B
['James A. Williams'],,,2015,Application,"['grant.2661275', 'grant.2650663', 'grant.2641424']",,"['Nature Technology Corp', 'NATURE TECHNOLOGY CORP']",2015-12-03,US-20150344909-A1,Vectors And Methods For Genetic Immunization
['Raymond M. Johnson'],,,2015,Application,"['grant.3623723', 'grant.2457630']",,['JOHNSON RAYMOND M'],2015-09-10,US-20150252420-A1,METHODS OF ISOLATING AND PURIFYING CD8 T CELLS
"['Beth-Ann Griswold Coller', 'Vidya B. Pai, Jr.', 'D. Elliot Parks', 'Michele Yelmene', 'Andrew J. Bett', 'Timothy Martyak']",,2018.0,2015,Grant,"['grant.2687614', 'grant.2704609']","[{'id': 'grid.417993.1', 'acronym': 'MSD', 'name': 'MSD (United States)', 'country_name': 'United States'}]","['Merck Sharp and Dohme Corp', 'MERCK SHARP & DOHME']",2018-11-27,US-10137187-B2,Recombinant subunit dengue virus vaccine
"['David Avigan', 'Donald Kufe']",3.0,,2008,Application,['grant.7133861'],"[{'id': 'grid.239395.7', 'acronym': 'BIDMC', 'name': 'Beth Israel Deaconess Medical Center', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}]","['Dana-Farber Cancer Institute Inc', 'Beth Israel Deaconess Medical Center Inc', 'AVIGAN DAVID', 'KUFE DONALD']",2010-11-04,US-20100278873-A1,STIMULATION OF ANTI-TUMOR IMMUNITY USING DENDRITIC CELL/TUMOR CELL FUSIONS AND ANTI-CD3/CD28
"['De-Chu Tang', 'Zhongkai Shi', 'Kent Kampen']",22.0,,2002,Application,"['grant.2636344', 'grant.2640530', 'grant.2638327']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'TANG DE-CHU C.', 'SHI ZHONGKAI', 'KAMPEN KENT RIGBY VAN']",2003-03-06,US-20030045492-A1,Vaccination by topical application of recombinant vectors
['James A. Williams'],,,2015,Application,"['grant.2650663', 'grant.2661275', 'grant.2641424']",,"['Nature Technology Corp', 'NATURE TECHNOLOGY CORP']",2016-01-14,US-20160008488-A1,Vectors And Methods For Genetic Immunization
"['Mary E. Wilson', 'Jason Weirather', 'John E. Donelson', 'Albert Schriefer', 'Edgar Carvalho', 'Selma M.B. Jeronimo']",,,2016,Application,"['grant.2440059', 'grant.2457417', 'grant.2458123', 'grant.2456666', 'grant.2454607', 'grant.2455274', 'grant.2440065']","[{'id': 'grid.418356.d', 'acronym': 'VA ', 'name': 'United States Department of Veterans Affairs', 'country_name': 'United States'}]","['US Department of Veterans Affairs', 'US VETERANS AFFAIRS', 'THE US DEPT OF VETERAN AFFAIRS']",2017-09-14,US-20170260595-A1,"SERIAL QUANTITATIVE PCR ASSAY FOR DETECTION, SPECIES-DISCRIMINATION AND QUANITIFICATION OF LEISHMANIA SPP. IN HUMAN SAMPLES"
"['Marcus A. Horwitz', 'Qingmei Jia', 'Bai-Yu L. Clemens', 'Daniel Clemens']",6.0,2012.0,2007,Grant,['grant.7145428'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'HORWITZ MARCUS A', 'JIA QINGMEI', 'CLEMENS BAI-YU L', 'CLEMENS DANIEL', 'UNIV CALIFORNIA']",2012-06-26,US-8206700-B2,Methods and compositions for treating tularemia
"['De-chu C. Tang', 'Zhongkai Shi', 'Kent Rigby van Kampen']",2.0,,2013,Application,"['grant.2640530', 'grant.2638327', 'grant.2636344']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'TANG DE-CHU C', 'SHI ZHONGKAI', 'VAN KAMPEN KENT RIGBY', 'UAB RESEARCH FOUNDATION']",2014-04-24,US-20140112951-A1,Vaccine and drug delivery by topical application of vectors and vector extracts
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",16.0,,2011,Application,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'GLYCOVAXYN AG']",2011-11-10,US-20110274720-A1,CAPSULAR GRAM-POSITIVE BACTERIA BIOCONJUGATE VACCINES
"['Mingtao Zeng', 'Maria T. Arevalo', 'Junwei Li']",,2019.0,2017,Grant,['grant.2457778'],"[{'id': 'grid.264784.b', 'acronym': 'TTU', 'name': 'Texas Tech University', 'country_name': 'United States'}, {'id': 'grid.427431.7', 'name': 'Texas Tech University System', 'country_name': 'United States'}]","['Texas Tech University', 'UNIV TEXAS TECH SYSTEM']",2019-08-06,US-10370416-B2,Dual purpose universal influenza vaccine confers protective immunity against anthrax
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",4.0,2014.0,2011,Grant,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'WACKER MICHAEL', 'KOWARIK MICHAEL', 'WETTER MICHAEL', 'GLYCOVAXYN AG']",2014-10-28,US-8871491-B2,Capsular gram-positive bacteria bioconjugate vaccines
"['De-Chu Tang', 'Zhongkai Shi', 'Kent van Kampen']",71.0,,2003,Application,"['grant.2638327', 'grant.2640530']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'TANG DE-CHU C.', 'SHI ZHONGKAI', 'VAN KAMPEN KENT RIGBY']",2004-01-15,US-20040009936-A1,Vaccine and drug delivery by topical application of vectors and vector extracts
"['Beth-Ann Griswold Coller', 'Vidya B. Pai', 'D. Elliot Parks', 'Michele Yelmene', 'Andrew J. Bett', 'Timothy Martyak']",,,2015,Application,"['grant.2687614', 'grant.2704609']","[{'id': 'grid.417993.1', 'acronym': 'MSD', 'name': 'MSD (United States)', 'country_name': 'United States'}]","['Merck Sharp and Dohme Corp', 'MERCK SHARP & DOHME']",2016-03-17,US-20160074502-A1,RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
"['Mary E. Wilson', 'Jason Weirather', 'John E. Donelson', 'Albert Schriefer', 'Edgar Carvalho', 'Selma M.B. Jeronimo']",,,2012,Application,"['grant.2455274', 'grant.2457417', 'grant.2458123', 'grant.2440059', 'grant.2454607', 'grant.2456666', 'grant.2440065']","[{'id': 'grid.418356.d', 'acronym': 'VA ', 'name': 'United States Department of Veterans Affairs', 'country_name': 'United States'}]","['US Department of Veterans Affairs', 'WILSON MARY E', 'WEIRATHER JASON', 'DONELSON JOHN E', 'SCHRIEFER ALBERT', 'CARVALHO EDGAR', 'JERONIMO SELMA M B']",2013-08-01,US-20130196319-A1,"SERIAL QUANTITATIVE PCR ASSAY FOR DETECTION, SPECIES-DISCRIMINATION AND QUANTIFICATION OF LEISHMANIA SPP. IN HUMAN SAMPLES"
['James A. Williams'],,2017.0,2015,Grant,"['grant.2661275', 'grant.2641424', 'grant.2650663']",,"['Nature Technology Corp', 'NATURE TECH CORP']",2017-08-22,US-9737620-B2,Vectors and methods for genetic immunization
"['Alan S. Cross', 'Apurba K. Bhattacharjee', 'Wendell D. Zollinger', 'Steven M. Opal']",3.0,,2006,Application,"['grant.2698983', 'grant.2698981', 'grant.2453938']","[{'id': 'grid.427904.c', 'acronym': 'DA', 'name': 'United States Department of the Army', 'country_name': 'United States'}]","['Coley Pharmaceutical Group Inc', 'US Secretary of Army', 'CROSS ALAN S', 'BHATTACHARJEE APURBA K', 'ZOLLINGER WENDELL D', 'OPAL STEVEN M']",2009-09-03,US-20090220522-A1,Detoxified Endotoxin Vaccine and Adjuvant and Uses thereof
['Raymond M. Johnson'],,,2017,Application,"['grant.3623723', 'grant.2457630']","[{'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}]","['NATIONAL INSTITUTES OF HEALTH (NIH), U.S. DEPT. OF HEALTH AND HUMAN SERVICES (DHHS), U.S. GOVERNMENT', 'JOHNSON RAYMOND M']",2017-12-21,US-20170363626-A1,METHODS AND ANTISERA FOR ISOLATING AND IDENTIFYING SUBSETS OF CD8 T CELLS
['Raymond M. Johnson'],,2017.0,2015,Grant,"['grant.3623723', 'grant.2457630']",,['JOHNSON RAYMOND M'],2017-06-20,US-9683262-B2,Methods of isolating and purifying CD8 T cells
"['De-Chu Tang', 'Donald Marks', 'David Curiel', 'Zhongkai Shi', 'Kent Rigby Kampen']",14.0,,2002,Application,"['grant.2636344', 'grant.2640530', 'grant.2638327']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'TANG DE-CHU C.', 'MARKS DONALD H.', 'CURIEL DAVID T.', 'SHI ZHONGKAI', 'KAMPEN KENT RIGBY VAN']",2003-07-03,US-20030125278-A1,IMMUNIZATION OF ANIMALS BY TOPICAL APPLICATIONS OF A SALMONELLA-BASED VECTOR
"['Fotini Papavasiliou', 'Pete Stavropoulos']",,,2011,Application,"['grant.2458869', 'grant.2459430']","[{'id': 'grid.134907.8', 'name': 'Rockefeller University', 'country_name': 'United States'}]","['Rockefeller University', 'PAPAVASILIOU FOTINI', 'STAVROPOULOS PETE', 'UNIV ROCKEFELLER']",2013-09-26,US-20130251740-A1,IMMUNOGENIC AGENTS
"['Bernadette Callejo', 'Tom Monath', 'Jeffery FAIRMAN']",1.0,,2009,Application,['grant.2687950'],"[{'id': 'grid.420595.f', 'name': 'Juvaris BioTherapeutics (United States)', 'country_name': 'United States'}]","['Juvaris BioTherapeutics Inc', 'JUVARIS BIOTHERAPEUTICS INC']",2010-04-08,US-20100086584-A1,"VACCINE COMPOSITIONS OF M2e, HA0 AND BM2 MULTIPLE ANTIGENIC PEPTIDES"
"['Yasmin Thanavala', 'Arvind Thakur', 'Ivan Roitt', 'Michael Pride']",,1997.0,1995,Grant,"['grant.2451674', 'grant.2451063']","[{'id': 'grid.465226.1', 'acronym': 'HRI', 'name': 'Health Research', 'country_name': 'United States'}, {'id': 'grid.4464.2', 'name': 'University of London', 'country_name': 'United Kingdom'}, {'id': 'grid.83440.3b', 'acronym': 'UCL', 'name': 'University College London', 'country_name': 'United Kingdom'}]","['London University College', 'Health Research Inc', 'HEALTH RESEARCH INC', 'UNIV LONDON']",1997-09-16,US-5668253-A,"Peptide having antigenic properties similar to ""a ""determinant of hepatitis B surface antigen"
"['Mingtao Zeng', 'Michael E. Pichichero', 'Qingfu Xu']",,,2008,Application,['grant.2598285'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]","['University of Rochester', 'ZENG MINGTAO', 'PICHICHERO MICHAEL E', 'XU QINGFU', 'UNIV ROCHESTER']",2012-01-05,US-20120003241-A1,VACCINE AGAINST BOTULISM
['Jia-ning Cao'],,,2004,Application,"['grant.2471015', 'grant.2435364']",,['CAO JIA-NING'],2004-12-09,US-20040249142-A1,"Rbp1l1, a novel retinoblastoma binding protein-related gene encoding an antigenic epitope and methods of using thereof"
"['James E. Crowe, Jr.', 'Hoyin Mok', 'Robert E. Johnston', 'John V. Williams', 'Nancy L. Davis']",2.0,,2008,Application,['grant.2456685'],"[{'id': 'grid.152326.1', 'name': 'Vanderbilt University', 'country_name': 'United States'}, {'id': 'grid.10698.36', 'acronym': 'UNC', 'name': 'University of North Carolina at Chapel Hill', 'country_name': 'United States'}]","['University of North Carolina at Chapel Hill', 'Vanderbilt University', 'CROWE JR JAMES E', 'MOK HOYIN', 'JOHNSTON ROBERT E', 'WILLIAMS JOHN V', 'DAVIS NANCY L']",2009-06-25,US-20090162395-A1,VACCINE FOR RSV AND MPV
"['Hugh S. Mason', 'Zhong Huang', 'Qiang Chen', 'Charles J. Arntzen', 'Shuo Yuan', 'Brooke Hjelm']",3.0,2013.0,2009,Grant,"['grant.2687707', 'grant.2687760']","[{'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}, {'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'MASON HUGH S', 'HUANG ZHONG', 'CHEN QIANG', 'ARNTZEN CHARLES J', 'YUAN SHUO', 'HJELM BROOKE', 'UNIV ARIZONA']",2013-08-20,US-8513397-B2,DNA replicon system for high-level rapid production of vaccines and monoclonal antibody therapeutics in plants
"['Reiko F. Irie', 'Takanori Oka']",,2001.0,2000,Grant,"['grant.2466859', 'grant.2435364', 'grant.2471015']","[{'id': 'grid.416507.1', 'name': ""Saint John's Health Center"", 'country_name': 'United States'}]","['Wayne John Cancer Institute', 'WAYNE JOHN CANCER INST']",2001-09-11,US-6288035-B1,Method of treating cancer with a 43 kD human cancer antigen
"['Samuel J. Danishefsky', 'Vadim Dudkin', 'Xudong Geng', 'Mihirbaran Mandal', 'Isaac Kraus']",13.0,2009.0,2005,Grant,['grant.2370445'],"[{'id': 'grid.51462.34', 'acronym': 'MSK', 'name': 'Memorial Sloan Kettering Cancer Center', 'country_name': 'United States'}]","['Sloan-Kettering Institute for Cancer Research', 'SLOAN KETTERING INST CANCER']",2009-05-12,US-7531181-B2,Gp120 specific antigens and uses thereof
"['Jose M. Galarza', 'Demetrius Matassov']",,2014.0,2007,Grant,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['TechnoVax Inc', 'GALARZA JOSE M', 'MATASSOV DEMETRIUS', 'TECHNOVAX INC']",2014-07-15,US-8778353-B2,Influenza virus-like particle (VLP) compositions
"['Jose M. Galarza', 'Demetrius Matassov']",4.0,,2015,Application,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['TechnoVax Inc', 'TECHNOVAX INC']",2015-10-22,US-20150299270-A1,POLYVALENT INFLUENZA VIRUS-LIKE PARTICLE (VLP) COMPOSITIONS
"['Kejian Yang', 'Dennis L. Guberski']",,,2017,Application,['grant.2641280'],"[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'BIOMEDICAL RES MODELS INC']",2018-07-12,US-20180193448-A1,NOVEL MUCOSAL VACCINATION APPROACH FOR HERPES SIMPLEX VIRUS TYPE-2
"['James E. Crowe, Jr.', 'Hoyin Mok']",8.0,,2009,Application,['grant.2456685'],"[{'id': 'grid.152326.1', 'name': 'Vanderbilt University', 'country_name': 'United States'}]","['Vanderbilt University', 'CROWE JR JAMES E', 'MOK HOYIN']",2010-02-18,US-20100040650-A1,Virus-Like paramyxovirus particles and vaccines
"['Jose Galarza', 'Demetrius Matassov']",24.0,,2007,Application,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['Techno Vax Inc', 'TechnoVax Inc', 'TECHNO VAX INC']",2008-02-07,US-20080031895-A1,Influenza virus-like particle (VLP) compositions
"['Renukaradhya Gourapura', 'Santosh DHAKAL', 'Jagadish HIREMATH', 'Chang-won Lee']",,,2016,Application,['grant.3839140'],,"['Ohio State Innovation Foundation', 'OHIO STATE INNOVATION FOUNDATION']",2018-08-30,US-20180243228-A1,NANOPARTICLE BASED VACCINE STRATEGY AGAINST SWINE INFLUENZA VIRUS
"['Alexander Gaiger', 'Patricia McNeill', 'Molly Smithgall', 'Gus Moulton', 'Thomas Vedvick', 'Paul Sleath', 'Sally Mossman', 'Lawrence Evans', 'A. Spies', 'Jeremy Boydston']",41.0,,2001,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'GAIGER ALEXANDER', 'MCNEILL PATRICIA D.', 'SMITHGALL MOLLY', 'MOULTON GUS', 'VEDVICK THOMAS S.', 'SLEATH PAUL R.', 'MOSSMAN SALLY', 'EVANS LAWRENCE', 'SPIES A. GREGORY', 'BOYDSTON JEREMY']",2003-04-17,US-20030072767-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia McNeill', 'Nomalie Jaya']",20.0,,2002,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2003-11-20,US-20030215458-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Molly Smithgall', 'Darrick Carter', 'Martin Cheever', 'Patricia McNeill', 'R. Sutherland']",40.0,,2002,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2003-02-27,US-20030039635-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia D. McNeill', 'Nomalie Jaya']",3.0,2011.0,2009,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2011-03-29,US-7915393-B2,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Martin A. Cheever']",5.0,2008.0,2006,Grant,['grant.2643965'],"[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}, {'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['University of Washington', 'Corixa Corp', 'CORIXA CORP', 'UNIV WASHINGTON']",2008-05-06,US-7368119-B2,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia D McNeill']",5.0,2008.0,2003,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2008-01-29,US-7323181-B2,Compositions and methods for WT1 specific immunotherapy
"['Richard C. Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara C. Wilson']",90.0,2006.0,2001,Grant,"['grant.2640488', 'grant.2438855', 'grant.2597430', 'grant.2452817', 'grant.2625187', 'grant.2409750', 'grant.2597419']","[{'id': 'grid.266185.e', 'acronym': 'CU', 'name': 'University of Colorado System', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}, {'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'UNIV COLORADO']",2006-08-01,US-7083787-B2,Yeast-dendritic cell vaccines and uses thereof
"['Mary L. Disis', 'Vivian Goodell', 'Hailing Lu', 'Douglas G. McNeel']",1.0,2015.0,2007,Grant,"['grant.2476783', 'grant.2420915']","[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'DISIS MARY L', 'GOODELL VIVIAN', 'LU HAILING', 'MCNEEL DOUGLAS G', 'UNIV WASHINGTON']",2015-06-23,US-9060961-B2,Molecules and methods for treatment and detection of cancer
"['Chun-Ming Huang', 'JianFeng Zhang', 'De-chu Tang']",7.0,,2004,Application,['grant.2640696'],"[{'id': 'grid.422117.3', 'name': 'Vaxin (United States)', 'country_name': 'United States'}]","['ALTIMMUNE Inc', 'HUANG CHUN-MING', 'ZHANG JIANFENG', 'TANG DE-CHU']",2005-12-08,US-20050271689-A1,"Novel targets and compositions for use in decontamination, immunoprophylaxis, and post-exposure therapy against anthrax"
"['Hildegund C. J. Ertl', 'Xiang Yang Zhou']",,2017.0,2014,Grant,"['grant.2435196', 'grant.2695820']","[{'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]","['Wistar Institute, The', 'THE WISTAR INST']",2017-04-18,US-9624510-B2,Adenoviral vectors comprising partial deletions of E3
"['Hildegund C.J. Ertl', 'Xiang Yang Zhou']",,,2017,Application,"['grant.2435196', 'grant.2695820']","[{'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]","['Wistar Institute, The', 'THE WISTAR INST']",2017-06-22,US-20170175138-A1,ADENOVIRAL VECTORS COMPRISING PARTIAL DELETIONS OF E3
"['David M. Hone', 'George Lewis', 'Robert Powell']",100.0,2002.0,2000,Grant,['grant.2597386'],"[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.410443.6', 'acronym': 'USM', 'name': 'University System of Maryland', 'country_name': 'United States'}]","['University of Maryland Biotechnology Institute (UMBI)', 'UNIV MARYLAND BIOTECH INST']",2002-12-31,US-6500419-B1,Method for introducing and expressing RNA in animal cells
"['Kejian Yang', 'Dennis I. Guberski']",3.0,,2011,Application,"['grant.2641280', 'grant.2658004']","[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'YANG KEJIAN', 'GUBERSKI DENNIS I']",2013-08-01,US-20130195961-A1,NOVEL MUCOSAL VACCINATION APPROACH FOR HERPES SIMPLEX VIRUS TYPE-2
"['Claude P. Selitrennikoff', 'Tamara K. Miller']",29.0,,2009,Application,"['grant.2640923', 'grant.2641002', 'grant.2636420']","[{'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['Globelmmune Inc', 'GlobeImmune Inc', 'GLOBELMMUNE INC']",2010-04-29,US-20100104604-A1,Compositions and Methods to Elicit Immune Responses Against Pathogenic Organisms Using Yeast Based Vaccines
"['Claude P. Selitrennikoff', 'Tamara K. Miller']",2.0,2013.0,2009,Grant,"['grant.2641002', 'grant.2640923', 'grant.2636420']","[{'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['GlobeImmune Inc', 'SELITRENNIKOFF CLAUDE P', 'MILLER TAMARA K', 'GLOBEIMMUNE INC']",2013-06-11,US-8460919-B2,Compositions and methods to elicit immune responses against pathogenic organisms using yeast based vaccines
"['Hildegund C. J. Ertl', 'Xiang Yang Zhou']",,2019.0,2017,Grant,"['grant.2695820', 'grant.2435196']","[{'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]","['Wistar Institute, The', 'THE WISTAR INST']",2019-09-10,US-10407696-B2,Adenoviral vectors comprising partial deletions of E3
"['Alexander Gaiger', 'Patricia D McNeill', 'Nomalie Jaya']",9.0,2009.0,2003,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2009-06-30,US-7553494-B2,WT1 fusion proteins
"['Gita Natarajan Shankar', 'Rae Lyn Burke']",22.0,2009.0,2005,Grant,['grant.2567052'],"[{'id': 'grid.98913.3a', 'acronym': 'SRI', 'name': 'SRI International', 'country_name': 'United States'}]","['SRI International', 'STANFORD RES INST INT']",2009-09-22,US-7592021-B2,Bioadhesive delivery system for transmucosal delivery of beneficial agents
"['Alexander Gaiger', 'Patricia McNeill', 'Molly Smithgall', 'Gus Moulton', 'Thomas Vedvick', 'Paul Sleath', 'Sally Mossman', 'Lawrence Evans', 'A. Spies', 'Jeremy Boydston']",21.0,,2001,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2003-05-22,US-20030095971-A1,Compositions and methods for WT1 specific immunotherapy
