journal.title,count
Mammalian Genome,4
European Neuropsychopharmacology,4
Critical Care Nursing Clinics of North America,4
Journal of Psychiatric Research,4
Community Oncology,4
World Journal of Microbiology and Biotechnology,3
Foods,3
Cancer Cell,3
Stem Cell Research & Therapy,3
Brain and Behavior,3
Xenobiotica,3
Diagnostic & Interventional Radiology,3
Iranian Red Crescent Medical Journal,3
Phlebology The Journal of Venous Disease,3
Microchemical Journal,3
The Anatolian Journal of Cardiology,3
Journal of Pregnancy and Child Health,3
Ukraïnsʹkij žurnal medicini bìologìï ta sportu,3
Indian Pediatrics,3
Iranian Journal of Pharmaceutical Research,3
Anales de Pediatría Continuada,3
International Journal of Research in Medical Sciences,3
Journal of Diabetes Investigation,3
Annals of Indian Academy of Neurology,3
HPB Surgery,3
Occupational and Environmental Medicine,3
Pharmacology Research & Perspectives,3
Sao Paulo Medical Journal,3
Stem Cells International,3
Animal Reproduction Science,3
Canadian Journal of Public Health,3
Neurotoxicity Research,3
Pharmaceutical Biology,3
Neuron,3
Journal of Food Science and Technology,3
BMC Medical Education,3
Journal of the Egyptian National Cancer Institute,3
Current Opinion in Hematology,3
Wiener klinische Wochenschrift Education,3
World Journal of Emergency Medicine,3
Retinal Cases & Brief Reports,3
Journal of Toxicology and Environmental Health Part B,3
Women's Health,3
MUSCULOSKELETAL SURGERY,3
Plasma Processes and Polymers,3
Archives of Clinical Neuropsychology,3
Allergology International,3
Neurology Clinical Practice,3
Sonography,3
Middle East Journal of Digestive Diseases,3
Vascular Pharmacology,3
TH Open,3
Critical Reviews in Physical and Rehabilitation Medicine,3
Radiation Protection Dosimetry,3
EMC - Tratado de Medicina,3
European Clinical Respiratory Journal,3
Turkish Journal of Anaesthesiology and Reanimation,3
Experimental Eye Research,3
Gastroenterology and hepatology from bed to bench,3
Brain and Cognition,3
International Journal of Disaster Risk Reduction,3
2017 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),3
Journal of Tissue Engineering and Regenerative Medicine,3
Comprehensive Child and Adolescent Nursing,3
Molecular Oncology,3
Kidney Research and Clinical Practice,3
Genome Research,3
International Journal of Rheumatology,3
Endocrine Metabolic & Immune Disorders - Drug Targets,3
Cochlear Implants International,3
日本皮膚科学会雑誌,3
Emergency,3
Zaporozhye Medical Journal,3
Reviews in Medical Virology,3
Yearbook of Gastroenterology,3
Molecular Cell,3
Revista Argentina de Radiología / Argentinian Journal of Radiology,3
Pathology International,3
Journal of Developmental Origins of Health and Disease,3
FOCUS The Journal of Lifelong Learning in Psychiatry,3
Scandinavian Journal of Medicine and Science in Sports,3
European Journal of Dentistry,3
Acta Tropica,3
American Journal of Medical Genetics Part B Neuropsychiatric Genetics,3
DNA and Cell Biology,3
Journal of Nippon Medical School,3
Transfusion Medicine and Hemotherapy,3
Molecular Cancer Research,3
Clinical Medicine Insights Cardiology,3
American Health & Drug Benefits,3
Clinical Neurophysiology Practice,3
Neural Plasticity,3
Biophysical Journal,3
Natural Product Research,3
Canadian Society of Forensic Science Journal,3
Congenital Heart Disease,3
Chemical Senses,3
International Journal of Critical Illness and Injury Science,3
Experimental and Clinical Transplantation,3
Hepatic Medicine Evidence and Research,3
International Journal of Food Microbiology,3
European Journal of Applied Physiology,3
International Journal of Eating Disorders,3
Advances in Clinical Medicine,3
Sexual Health,3
Ophthalmologica,3
The American Journal of Geriatric Pharmacotherapy,3
Human Heredity,3
Journal of Feline Medicine and Surgery,3
Ultrasound,3
Neuropsychobiology,3
Contemporary Clinical Trials Communications,3
Journal of the Association for Vascular Access,3
Topics in Geriatric Rehabilitation,3
Médecine/sciences,3
Brain Impairment,3
Journal of Neurochemistry,3
EMC - Pediatría,3
EMC - Pédiatrie - Maladies infectieuses,3
Case Reports in Clinical Medicine,3
International Journal of Sports Physical Therapy,3
Cellular Microbiology,3
The Japanese Journal of SURGICAL METABOLISM and NUTRITION,3
Molecular Pharmaceutics,3
Asian Journal of Neurosurgery,3
Case Reports in Obstetrics and Gynecology,3
Asian Journal of Anesthesiology,3
Primary Care Diabetes,3
Chemical Science,3
Wiley Interdisciplinary Reviews Systems Biology and Medicine,3
Journal of Photochemistry and Photobiology B Biology,3
Endocrine Research,3
Veterinary Ophthalmology,3
NMR in Biomedicine,3
Pharmacology Biochemistry and Behavior,3
Journal of Hospice and Palliative Nursing,3
Open Access Emergency Medicine,3
Advances in Urology,3
Almanac of Clinical Medicine,3
JAMA Network Open,3
Electronic journal of the International Federation of Clinical Chemistry and Laboratory Medicine,3
Transplantation Direct,3
The Tohoku Journal of Experimental Medicine,3
Neurology Neuroimmunology & Neuroinflammation,3
European Journal of Mass Spectrometry,3
Expert Review of Dermatology,3
American Journal of Industrial Medicine,3
International Journal of Nursing Practice,3
Journal of Cardiology & Current Research,3
International Journal of Neural Systems,3
Acta Otorrinolaringologica (English Edition),3
Jornal de Pediatria (Versão em Português),3
Child Neuropsychology,3
Revista chilena de infectología,3
Oncology Nursing Forum,3
Proteomes,3
Praxis,3
Journal of Nutritional Science,3
Journal of Advanced Research,3
Journal of Epidemiology,3
Acta Haematologica,3
Bulletin of the World Health Organization,3
Epigenetics,3
Archives of Osteoporosis,3
Fetal Diagnosis and Therapy,3
MAEDICA – a Journal of Clinical Medicine,3
ASAIO Journal,3
Genomics,3
耳鼻咽喉科展望,3
Annals of Hepato-Biliary-Pancreatic Surgery,3
Advances in Orthopedics,3
Journal of Coronary Artery Disease,3
Environmental Pollution,3
European Surgical Research,3
Natural Hazards,3
Current Treatment Options in Rheumatology,3
Archivum Immunologiae et Therapiae Experimentalis,3
EFORT Open Reviews,3
Asian Spine Journal,3
Child Abuse & Neglect,3
Military Medicine,3
Current Sexual Health Reports,3
International Journal of Clinical Medicine,3
Juntendo Medical Journal,3
Oncogenesis,3
Revue Française d'Allergologie et d'Immunologie Clinique,3
Molecular Therapy,3
CardioVasc,3
Wiener Medizinische Wochenschrift,3
International Journal of Technology Assessment in Health Care,3
Orthopaedic Journal of Sports Medicine,3
Journal of the American College of Nutrition,3
Clinical Psychology Review,3
Fibrogenesis & Tissue Repair,3
International Journal of Stroke,3
Polish Journal of Cardio-Thoracic Surgery,3
Journal des Anti-infectieux,3
Current Opinion in Psychiatry,3
medizinische genetik,3
"Cardiology (Faisalābād, Pakistan)",3
Journal of Neurosurgical Anesthesiology,3
Journal of Pediatric Health Care,3
International Journal of Medical Microbiology,3
Hospital Pediatrics,3
Materials Letters,3
Cancer Treatment and Research Communications,3
"Biochemistry (Moscow), Supplement Series B: Biomedical Chemistry",3
Current Radiology Reports,3
Aging Cell,3
Indian Journal of Radiology and Imaging,3
BioScience Trends,3
PharmacoEconomics & Outcomes News,3
Canadian Veterinary Journal,3
International Journal of Surgical Oncology,3
Science Bulletin,3
Journal of Veterinary Pharmacology and Therapeutics,3
American Journal of Clinical Dermatology,3
Seminars in Thoracic and Cardiovascular Surgery,3
Trends in Microbiology,3
AAPS PharmSciTech,3
International Journal of Gerontology,3
International Journal for Quality in Health Care,3
Singapore Medical Journal,3
Journal de Réadaptation Médicale Pratique et Formation en Médecine Physique et de Réadaptation,3
Progress in Neurobiology,3
Journal of the Korean Society of Radiology,3
Journal of Clinical Virology,3
Remote Sensing of Environment,3
Advanced Emergency Nursing Journal,3
International Journal of Urological Nursing,3
Current Gerontology and Geriatrics Research,3
Magnetic Resonance in Medicine,3
Infectious Agents and Cancer,3
Prehospital Emergency Care,3
Medicinski pregled,3
Cerebrovascular Diseases Extra,3
Annals of Global Health,3
Case Reports in Oncological Medicine,3
Acta Medica Martiniana,3
Immunological Medicine,3
Einstein (São Paulo),3
Environmental Toxicology and Pharmacology,3
Current Obstetrics and Gynecology Reports,3
The Clinical Teacher,3
Burns & Trauma,3
International Journal of Food Sciences and Nutrition,3
Molecular & Cellular Proteomics,3
Chinese pediatric emergency medicine,3
Pediatric Hematology and Oncology,3
American Journal of Preventive Medicine,3
Wound Repair and Regeneration,3
Cellular Immunology,3
IEEE Transactions on Nuclear Science,3
Aging and Disease,3
Current Prostate Reports,3
Annales de Chirurgie Plastique Esthétique,3
Contemporary Clinical Trials,3
The Saudi Dental Journal,3
International Journal of Materials Research (formerly Zeitschrift fuer Metallkunde),3
BMC Complementary and Alternative Medicine,3
Psychological Medicine,3
Molecular Genetics & Genomic Medicine,3
HSS Journal ®,3
European Journal of Pain,3
Current Medicinal Chemistry,3
Evidence-based Complementary and Alternative Medicine,3
Techniques in Orthopaedics,3
Dental Research Journal,3
European Journal of Plastic Surgery,3
Nurse Education Today,3
Neuroscience &amp Medicine,3
American Journal of Cancer,3
Vascular Medicine,3
Gastrointestinal cancer research : GCR,3
Journal of Cancer Science & Therapy,3
Clinical Rehabilitation,3
Dalton Transactions,3
Paediatrics and Child Health,3
New Journal of Chemistry,3
BMC Immunology,3
Medicinal Chemistry Research,3
Acta Pharmacologica Sinica,3
Journal of Bone Oncology,3
Journal of Ultrasound,3
BMJ Quality & Safety,3
Critical Reviews in Biochemistry and Molecular Biology,3
DNP - Der Neurologe & Psychiater,3
Degenerative Neurological and Neuromuscular Disease,3
Molecular Biology and Evolution,3
Current Opinion in Genetics & Development,3
Biomedicines,3
Therapeutic Hypothermia and Temperature Management,3
Antiviral Therapy,3
Orthopaedics and Trauma,3
Cardiology Research and Practice,3
Medical Teacher,3
Journal of Clinical Research in Pediatric Endocrinology,3
Japanese Journal of Thrombosis and Hemostasis,3
Journal of Indian Association of Pediatric Surgeons,3
Chronobiology International,3
Herzschrittmachertherapie + Elektrophysiologie,3
Romanian Neurosurgery,3
Radiation Research,3
Pilot and Feasibility Studies,3
American Journal of Veterinary Research,3
Musculoskeletal Science and Practice,3
BMJ Open Quality,3
Artificial Intelligence in Medicine,3
ACS Chemical Biology,3
Cell Research,3
Xenotransplantation,3
Palliative Medicine,3
Anatomical Sciences Education,3
European Journal of Cardiovascular Nursing,3
Journal of Diabetes & Metabolism,3
"Maternal Health, Neonatology and Perinatology",3
Urological Science,3
Biochimie,3
The World Journal of Men's Health,3
The Journal of Obstetrics and Gynecology of India,3
Vox Sanguinis,3
Genes Brain & Behavior,3
Orthopaedic Surgery,3
Pharmaceutics,3
Cell Chemical Biology,3
Indian Journal of Dermatology Venereology and Leprology,3
Current Fungal Infection Reports,3
Occupational Medicine,3
The Journal of Knee Surgery,3
Journal of Oncology,3
Child Development,3
Journal of Neonatal-Perinatal Medicine,3
Genetics,3
Cancer Nursing,3
Vaccines,3
Behavioral and Brain Functions,3
Nutrition Today,3
Expert Review of Precision Medicine and Drug Development,3
Athletic Training & Sports Health Care,3
Biotechnology Advances,3
The Canadian Journal of Psychiatry,3
Current Pediatrics Reports,3
Glia,3
Jornal Brasileiro de Patologia e Medicina Laboratorial,3
International Journal of Pediatrics,3
Cell Calcium,3
Global Cardiology Science and Practice,3
Angiología,3
Journal of Dental Research,3
Shoulder & Elbow,3
Neuropsychological Rehabilitation,3
International Journal of Inflammation,3
Journal of Forensic Sciences,3
Prostaglandins Leukotrienes and Essential Fatty Acids,3
The Diabetes Educator,3
Cases Journal,3
Acta Paulista de Enfermagem,3
Case Reports in Gastrointestinal Medicine,3
Journal of Applied Genetics,3
Therapeutic Advances in Hematology,3
Journal of Clinical Densitometry,3
British Journal of Health Psychology,3
Health Informatics Journal,3
Strabismus,3
Journal of Cystic Fibrosis,3
Open Forum Infectious Diseases,3
World Journal of Pediatrics,3
Phytomedicine,3
Circulation Genomic and Precision Medicine,3
Journal of Forensic and Legal Medicine,3
Hanyang Medical Reviews,3
Menoufia Medical Journal,3
Scientometrics,3
Journal of Veterinary Diagnostic Investigation,3
Journal of Applied Biomedicine,3
Current Urology,3
Annals of Physical and Rehabilitation Medicine,3
Proceedings of the Japan Academy Series B,3
Journal of Community Hospital Internal Medicine Perspectives,3
Current Geriatrics Reports,3
PharmacoEconomics - Open,3
Archives of Physiology and Biochemistry,3
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),3
Giornale di Chirurgia - Journal of Surgery,3
Autoimmune Diseases,3
AACN Advanced Critical Care,3
Future Science OA,3
Family Practice,3
Clinical Pharmacology & Biopharmaceutics,3
Biomedical Microdevices,3
Der Unfallchirurg,3
Allergy,3
Journal of Pulmonary & Respiratory Medicine,3
Lasers in Surgery and Medicine,3
Journal of Health Psychology,3
The Primary Care Companion For CNS Disorders,3
Clinics in Orthopedic Surgery,3
Journal of Medicinal Food,3
Molecular Genetics and Metabolism,3
Inflammation and Regeneration,3
American Journal of Nursing,3
Biopharmaceutics & Drug Disposition,3
Regulatory Toxicology and Pharmacology,3
Experimental and Clinical Endocrinology & Diabetes,3
Nanoscale,3
Current Directions in Biomedical Engineering,3
Journal of Sleep Research,3
Obesity and metabolism,3
Travel Medicine and Infectious Disease,3
Gland Surgery,3
Journal of Korean Medical Association,3
Journal of Neurosciences in Rural Practice,3
Psychopharmacology,3
International Journal of Otolaryngology and Head &amp Neck Surgery,3
Neonatal Medicine,3
Nutrition Research and Practice,3
Journal of Asthma & Allergy Educators,3
Journal of Hip Preservation Surgery,3
Journal of Biomechanical Engineering,3
日本血管外科学会雑誌,3
Gene Therapy,3
Journal of General Virology,3
Acute Medicine & Surgery,3
Esophagus,3
Journal of Travel Medicine,3
Medscape journal of medicine,3
Clinical and Experimental Emergency Medicine,3
Archives of Pharmacal Research,3
The Cleft Palate-Craniofacial Journal,3
Naunyn-Schmiedeberg's Archives of Pharmacology,3
InnovAiT Education and inspiration for general practice,3
EJVES Short Reports,3
Brazilian journal of anesthesiology (Elsevier),3
Revista Paulista de Pediatria,3
Neurologia i Neurochirurgia Polska,3
Phytotherapy Research,3
American Journal of Orthodontics and Dentofacial Orthopedics,3
The Ulster medical journal,3
Hellenic Journal of Cardiology,3
Headache The Journal of Head and Face Pain,3
The Journal of Medical Investigation,3
Ear and Hearing,3
Jibi inkōka rinshō. Hosatsu,3
Advances in Medical Education and Practice,3
Minerva Gastroenterologica e Dietologica,3
SICOT-J,3
American Journal of Lifestyle Medicine,3
