Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID,Resulting Publications,Associated Patents,Associated Clinical Trials
X00120----187045,インフルエンザ生ワクチンに関する研究,8978.0,1976,1976,Japan Society for the Promotion of Science,Japan,grant.6317005,0,0,0
X00120----287054,インフルエンザ生ワクチンに関する研究,11050.0,1977,1977,Japan Society for the Promotion of Science,Japan,grant.6315891,0,0,0
61771809,合成マラリアワクチンの開発研究,6907.0,1986,1986,Japan Society for the Promotion of Science,Japan,grant.6233441,0,0,0
E 50,Biochemical characterization of a vaccine,0.0,2000,2002,FWF Austrian Science Fund,Austria,grant.6193400,0,0,0
56770791,単純ヘルペスウイルスワクチンの研究,6559.0,1981,1981,Japan Society for the Promotion of Science,Japan,grant.6171313,0,0,0
56870047,パラインフルエンザウイルスワクチンの開発,12430.0,1981,1981,Japan Society for the Promotion of Science,Japan,grant.6169577,0,0,0
16922177,新規腫瘍ワクチンの作製,6934.0,2004,2004,Japan Society for the Promotion of Science,Japan,grant.5896926,0,0,0
583834,Anti-Vaccine Blog Annotation Project,3518.0,2015,2016,Natural Sciences and Engineering Research Council,Canada,grant.5526642,0,0,0
hrc_aae0a049,Vaccine-based immunotherapy of cancer,3578777.0,2010,2015,Health Research Council of New Zealand,New Zealand,grant.5502450,0,0,0
N01AI95367-0-0-0,HIV VACCINE PRODUCTION,126906.0,1999,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246711,0,0,0
N01AI60019-4-0-1,Therapeutics/Vaccine Teams,5519281.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246674,0,0,0
N01AI50040-5-0-1,Tularemia Vaccine Development,0.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246626,0,0,0
Y2080775,幽门螺杆菌磷酸钙纳米疫苗的研究,0.0,2008,2013,Science and Technology Department of Zhejiang Province,China,grant.5070451,0,0,0
189030,SEVAPLANT - Secure Vaccine Production in Plants,8860.0,2008,2008,The Research Council of Norway,Norway,grant.4641309,0,0,0
561325,Development of Novel Vaccines through Glycoengineering,4071.0,2014,2015,Natural Sciences and Engineering Research Council,Canada,grant.4168271,0,0,0
BIO4980503,Mucosal vaccines against autoimmune disease,0.0,1998,2000,European Commission,Belgium,grant.3739684,0,0,0
TS1*0347,DEVELOPMENT OF MALARIA VACCINE,0.0,1985,1987,European Commission,Belgium,grant.3706272,0,0,0
TS2*0103,VACCINES AGAINST TROPICAL THEILERIOSIS,0.0,1989,1993,European Commission,Belgium,grant.3702523,0,0,0
540031,Creation of an anti-diarrhea vaccine,4364.0,2013,2014,Natural Sciences and Engineering Research Council,Canada,grant.3652600,0,0,0
8026742,Fish Biologics Symposium: Serodiagnostics and Vaccines,6536.0,1981,1981,Directorate for Engineering,United States,grant.3309929,0,0,0
217170,Oral delievery of vaccines to salmonids,19106.0,2002,2003,Natural Sciences and Engineering Research Council,Canada,grant.2986898,1,0,0
304464,Tumor associated carbohydrates and vaccine design,96926.0,2003,2006,Natural Sciences and Engineering Research Council,Canada,grant.2985999,0,0,0
10244,Vaccines for bovine respiratory disease,10998.0,1996,1997,Natural Sciences and Engineering Research Council,Canada,grant.2984549,0,0,0
42673,Vaccines for bovine respiratory disease,21960.0,1994,1995,Natural Sciences and Engineering Research Council,Canada,grant.2974921,0,0,0
153531,Développement_d'un vaccin contre Streptococcus suis,64288.0,1999,2000,Natural Sciences and Engineering Research Council,Canada,grant.2971636,0,0,0
134249,Development of subunit Streptococcus suis vaccines,45902.0,1997,1999,Natural Sciences and Engineering Research Council,Canada,grant.2963297,0,0,0
29549,Development of subunit Streptococcus suis vaccines,23952.0,1995,1996,Natural Sciences and Engineering Research Council,Canada,grant.2953859,0,0,0
137414,Développement_dun vaccin contre Streptococcus suis,66739.0,1998,1999,Natural Sciences and Engineering Research Council,Canada,grant.2951075,0,0,0
454883,Carbohydrate-based anti cancer vaccines,193054.0,2006,2011,Natural Sciences and Engineering Research Council,Canada,grant.2945193,0,0,0
511553,Vaccines comprising heat-sensitive transgenes,4998.0,2012,2013,Natural Sciences and Engineering Research Council,Canada,grant.2937592,0,0,0
309395,A vaccine to inhibit tick feeding,79436.0,2004,2006,Natural Sciences and Engineering Research Council,Canada,grant.2937042,0,0,0
175434,Porcine cicovirus pathogenesis and vaccine development,105178.0,1998,2001,Natural Sciences and Engineering Research Council,Canada,grant.2935778,0,0,0
408200,DNA vaccine for avian influenza,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2914065,0,0,0
240059,Oral delivery of vaccines and immunomodulators,72085.0,2000,2004,Natural Sciences and Engineering Research Council,Canada,grant.2910038,0,0,0
421077,Bioinformatics and intelligent vaccine design,102599.0,2005,2010,Natural Sciences and Engineering Research Council,Canada,grant.2899455,0,0,0
192792,Tumor Associated Carbohydrates and Vaccine design,52765.0,2000,2002,Natural Sciences and Engineering Research Council,Canada,grant.2898752,0,0,0
410332,Developing plant based vaccines from forages,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2896132,0,0,0
294165,Bovine adenovirus-3 vectored vaccines,580948.0,2003,2006,Natural Sciences and Engineering Research Council,Canada,grant.2869083,0,0,0
372295,Possible peptide vaccine candidtates for leishmania,16102.0,2007,2008,Natural Sciences and Engineering Research Council,Canada,grant.2835164,0,0,0
404453,Recombinant vaccine development for tenacibaculum maritimum,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2824183,0,0,0
255717,Oral delievery of vaccines to salmonids,1634.0,2003,2004,Natural Sciences and Engineering Research Council,Canada,grant.2813726,0,0,0
U13FD003568,Annual Conference on Vaccine Research,15000.0,2008,2013,United States Food and Drug Administration,United States,grant.2694848,0,0,0
U01IP000019,Varicella and Viral Vaccine Preventable Disease,752462.0,2004,2011,Centers for Disease Control and Prevention,United States,grant.2692184,5,0,0
U01AI056438,Alphavirus Replicon Vaccines to Encephalitis Viruses,7497149.0,2003,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2687621,0,7,0
U01AI037546,MALARIA VACCINE RESEARCH AND DEVELOPMENT PROJECT,0.0,1994,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2687368,0,0,0
U01AI030238,STRATEGIES FOR HIV VACCINE DEVELOPMENT,0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2687218,0,1,0
U01AI024762,LIPOSOME MICROENCAPSULATION OF VACCINE ANTIGENS,0.0,1987,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2687093,0,0,0
R56AI064745,MULTIVALENT VACCINE FOR LYMPHATIC FILARIASIS,310000.0,2006,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2666074,7,0,0
R56AI052012,An Envelope Containing HIV Pseudovirion Vaccine,247200.0,2002,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2665915,0,0,0
R55DC004583,MICROBIAL POPULATION STRATEGY FOR VACCINE DEVELOPMENT,100000.0,2001,2003,National Institute on Deafness and Other Communication Disorders,United States,grant.2664798,0,0,0
R43CA069969,THERAPEUTIC TUMOR VACCINE AGAINST MUC-1,0.0,1996,1996,National Cancer Institute,United States,grant.2643578,0,0,0
R43CA069967,SYNTHESIS OF RNA CANCER VACCINES,0.0,1996,1997,National Cancer Institute,United States,grant.2643577,0,0,0
R43CA068957,DEVELOPMENT OF SYNTHETIC CANCER VACCINES,0.0,1996,1997,National Cancer Institute,United States,grant.2643549,0,0,0
R43AI039909,NOVEL VACCINE FOR HELICOBACTER PYLORI,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640348,0,0,0
R43AI039894,HIV-1 VACCINE FOR DEVELOPING COUNTRIES,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640344,0,0,0
R43AI039346,DEVELOPMENT OF CAMPYLOBACTER FLAGELLIN SUBUNIT VACCINE,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640324,0,0,0
R43AI039324,DEVELOPMENT OF A NOVEL VACCINE STRATEGY,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640316,0,0,0
R43AI037354,SUSTAINED RELEASE FOR VACCINES AND ADJUVANTS,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640237,0,0,0
R43AI037352,BIODEGRADABLE MINERAL MICROSPHERE ADJUVANTS FOR VACCINES,0.0,1996,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2640236,0,0,0
R43AI024371,SYNTHETIC VACCINES UTILIZING BACULOVIRUS POLYHEDRA,0.0,1987,1987,National Institute of Allergy and Infectious Diseases,United States,grant.2639795,0,0,0
R41AI040449,DEVELOPMENT OF ROTAVIRUS DNA VACCINES,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2636315,0,0,0
R41AI038606,BIVALENT CONJUGATED RSV PNEUMOCOCCUS VACCINE,0.0,1995,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2636304,0,0,0
R41AI036585,AVIRULENT SALMONELLA HOST-VECTOR VACCINE SYSTEMS,0.0,1994,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2636298,0,0,0
R29AI032463,SALMONELLA/HUMAN IMMUNODEFICIENCY VIRUS VACCINE VECTOR,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2625146,0,0,0
R21DK057122,A VACCINE FOR IMMUNE MEDIATED DIABETES,160465.0,1999,2002,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2608574,0,0,0
R21CA082869,CHIMERIC HER-2 PEPTIDE VACCINE,130785.0,1999,2002,National Cancer Institute,United States,grant.2602929,0,0,0
R21AI046259,CYTOMEGALOVIRUS VECTORS FOR HIV VACCINE DEVELOPMENT,239250.0,1999,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2597635,0,0,0
R03DE011313,A RECOMBINANT PORPHYROMONAS GINGIVALIS VACCINE,0.0,1995,1997,National Institute of Dental and Craniofacial Research,United States,grant.2572211,0,0,0
R03AI031994,INDO-US VACCINE ACTION PROGRAM,0.0,1991,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566750,0,0,0
R03AI030994,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2566749,0,0,0
R03AI030346,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566740,0,0,0
R03AI030345,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566739,0,0,0
R03AI030344,INDO-US VACCINE ACTION PROGRAM,0.0,1990,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2566738,0,0,0
R01DE006153,CHILDHOOD VACCINES AND DENTAL CARIES IMMUNITY,0.0,1982,2003,National Institute of Dental and Craniofacial Research,United States,grant.2489689,1,4,0
R01CA085868,ENHANCING TUMOR VACCINE IMMUNOGENICITY BY ANTIGAL,409875.0,1999,2002,National Cancer Institute,United States,grant.2474868,0,0,0
R01CA058484,IMMUNOLOGICAL EFFECTS OF MELANOMA VACCINE THERAPY,0.0,1993,1997,National Cancer Institute,United States,grant.2471363,0,0,0
R01CA057820,BREAST TUMOR SPECIFIC IMMUNITY--VACCINE DESIGN,0.0,1992,1998,National Cancer Institute,United States,grant.2471277,0,0,0
R01CA057778,ANTITUMOR ARTIFICIAL RECEPTORS AS CANCER VACCINES,0.0,1992,1997,National Cancer Institute,United States,grant.2471271,1,0,0
R01AI046164,IMMUNOLOGICALLY FOCUSED APPROACH TO AIDS VACCINE,858983.0,1999,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2454716,0,1,0
R01AI037256,VACCINE INTERVENTION FOR LYME BORRELIOSIS,1709592.0,1994,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2453176,6,9,0
R01AI035027,SECOND-GENERATION VACCINES AGAINST LYME DISEASE,0.0,1993,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2452868,0,4,0
R01AI033544,MICROSPHERES TO ENHANCE VACCINE IMMUNOGENICITY,0.0,1992,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2452627,1,0,0
R01AI031064,RATIONALE FOR SPOROZOITE MALARIA VACCINE DEVELOPMENT,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2452157,0,0,0
R01AI023269,NONLIVING VACCINE AGAINST S MANSONI,0.0,1986,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2450816,0,0,0
N43CM057766,MONOCLONAL ANTIBODY ANTI-IDIOTYPE TUMOR VACCINES,0.0,1985,1985,National Cancer Institute,United States,grant.2433676,0,0,0
N43AI095018,ADENOVIRUS RECOMBINANTS FOR VACCINE EFFICACY,0.0,1989,1989,National Institute of Allergy and Infectious Diseases,United States,grant.2433640,0,0,0
N43AI052603,DEVELOP LIVE ATTENUATED CYTOMEGALOVIRUS VACCINES,0.0,1985,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2433628,0,0,0
N01DE012430,INVESTIGATION OF ANTICARIES VACCINE IN PRIMATES,0.0,1981,1986,National Institute of Dental and Craniofacial Research,United States,grant.2428617,0,0,0
N01CP050529,MODELS FOR AIDS VACCINE RESEARCH,0.0,1994,1998,National Cancer Institute,United States,grant.2428003,0,0,0
N01BC050529,MODELS FOR AIDS VACCINE RESEARCH,0.0,1994,1998,National Cancer Institute,United States,grant.2425945,0,0,0
N01AO082722,OPERATE EXPERIMENTAL VIRUS VACCINE LABORATORY,740515.0,1997,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2425777,0,0,0
N01AO052710,MFG OF YEAST-PRODUCED MALARIA VACCINES,0.0,1995,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2425765,0,0,0
N01AO015095,"INFECTIOUS AGENTS, VACCINES &ANTIMICROBIALS IN HUMANS",0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2425738,0,0,0
N01AI082681,EXPERIMENTAL VIRUS VACCINE PRODUCTION LABORATORY,0.0,1987,1992,National Institute of Allergy and Infectious Diseases,United States,grant.2424919,0,0,0
N01AI052593,EFFICACY TRIAL OF COLD-ADAPTED VACCINES,0.0,1985,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2424708,0,0,0
N01AI052577,TESTING VACCINES IN ADOLESCENTS AND ADULTS,0.0,1985,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2424692,3,0,0
N01AI045204,HIV VACCINE TRIALS AND EPIDEMIOLOGY REPOSITORY,229246.0,1994,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2424627,0,0,0
N01AI042534,DEVELOP A VACCINE FOR GONORRHEA,0.0,1983,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424600,0,0,0
N01AI032518,DEVELOP AN ACELLULAR BORDETELLA PERTUSSIS VACCINE,0.0,1983,1986,National Institute of Allergy and Infectious Diseases,United States,grant.2424554,0,0,0
